,n_req,timestamp,stations
10728,925,2010-04-18,47
10729,33,2010-04-18,55
10730,265,2011-04-18,3
10731,32,2011-04-18,8
10732,432,2011-04-18,24
10733,248,2011-04-18,25
10734,1576,2011-04-18,26
10735,147,2011-04-18,34
10736,287,2011-04-18,35
10737,430,2011-04-18,39
10738,1543,2011-04-18,47
10739,84,2011-04-18,55
10740,200,2012-04-18,3
10741,20,2012-04-18,8
10742,337,2012-04-18,24
10743,202,2012-04-18,25
10744,1343,2012-04-18,26
10745,148,2012-04-18,34
10746,259,2012-04-18,35
10747,368,2012-04-18,39
10748,1505,2012-04-18,47
10749,83,2012-04-18,55
10750,211,2013-04-18,3
10751,19,2013-04-18,8
10752,379,2013-04-18,24
10753,225,2013-04-18,25
10754,1215,2013-04-18,26
10755,164,2013-04-18,34
10756,269,2013-04-18,35
10757,327,2013-04-18,39
10758,1393,2013-04-18,47
10759,57,2013-04-18,55
10760,253,2014-04-18,3
10761,29,2014-04-18,8
10762,350,2014-04-18,24
10763,200,2014-04-18,25
10764,1503,2014-04-18,26
10765,161,2014-04-18,34
10766,331,2014-04-18,35
10767,398,2014-04-18,39
10768,1305,2014-04-18,47
10769,51,2014-04-18,55
10770,241,2015-04-18,3
10771,23,2015-04-18,8
10772,366,2015-04-18,24
10773,195,2015-04-18,25
10774,1497,2015-04-18,26
10775,244,2015-04-18,34
10776,412,2015-04-18,35
10777,497,2015-04-18,39
10778,1438,2015-04-18,47
10779,67,2015-04-18,55
10780,341,2016-04-18,3
10781,43,2016-04-18,8
10782,489,2016-04-18,24
10783,255,2016-04-18,25
10784,1700,2016-04-18,26
10785,298,2016-04-18,34
10786,510,2016-04-18,35
10787,540,2016-04-18,39
10788,1790,2016-04-18,47
10789,108,2016-04-18,55
10790,367,2017-04-18,3
10791,43,2017-04-18,8
10792,454,2017-04-18,24
10793,296,2017-04-18,25
10794,1890,2017-04-18,26
10795,248,2017-04-18,34
10796,417,2017-04-18,35
10797,472,2017-04-18,39
10798,1738,2017-04-18,47
10799,116,2017-04-18,55
10800,450,2018-04-18,3
10801,34,2018-04-18,8
10802,604,2018-04-18,24
10803,485,2018-04-18,25
10804,2285,2018-04-18,26
10805,270,2018-04-18,34
10806,456,2018-04-18,35
10807,503,2018-04-18,39
10808,2097,2018-04-18,47
10809,167,2018-04-18,55
10810,500,2019-04-18,3
10811,55,2019-04-18,8
10812,605,2019-04-18,24
10813,346,2019-04-18,25
10814,2103,2019-04-18,26
10815,267,2019-04-18,34
10816,420,2019-04-18,35
10817,489,2019-04-18,39
10818,2236,2019-04-18,47
10819,143,2019-04-18,55
10820,325,2010-04-19,3
10821,45,2010-04-19,8
10822,486,2010-04-19,24
10823,240,2010-04-19,25
10824,1942,2010-04-19,26
10825,216,2010-04-19,34
10826,341,2010-04-19,35
10827,539,2010-04-19,39
10828,1682,2010-04-19,47
10829,110,2010-04-19,55
10830,302,2011-04-19,3
10831,34,2011-04-19,8
10832,418,2011-04-19,24
10833,191,2011-04-19,25
10834,1643,2011-04-19,26
10835,264,2011-04-19,34
10836,282,2011-04-19,35
10837,370,2011-04-19,39
10838,1539,2011-04-19,47
10839,133,2011-04-19,55
10840,237,2012-04-19,3
10841,27,2012-04-19,8
10842,381,2012-04-19,24
10843,192,2012-04-19,25
10844,1248,2012-04-19,26
10845,148,2012-04-19,34
10846,288,2012-04-19,35
10847,388,2012-04-19,39
10848,1370,2012-04-19,47
10849,116,2012-04-19,55
10850,282,2013-04-19,3
10851,17,2013-04-19,8
10852,345,2013-04-19,24
10853,211,2013-04-19,25
10854,1151,2013-04-19,26
10855,183,2013-04-19,34
10856,300,2013-04-19,35
10857,343,2013-04-19,39
10858,1394,2013-04-19,47
10859,87,2013-04-19,55
10860,144,2014-04-19,3
10861,34,2014-04-19,8
10862,271,2014-04-19,24
10863,150,2014-04-19,25
10864,1002,2014-04-19,26
10865,125,2014-04-19,34
10866,291,2014-04-19,35
10867,348,2014-04-19,39
10868,947,2014-04-19,47
10869,86,2014-04-19,55
10870,206,2015-04-19,3
10871,25,2015-04-19,8
10872,416,2015-04-19,24
10873,196,2015-04-19,25
10874,1352,2015-04-19,26
10875,184,2015-04-19,34
10876,268,2015-04-19,35
10877,397,2015-04-19,39
10878,1310,2015-04-19,47
10879,68,2015-04-19,55
10880,341,2016-04-19,3
10881,39,2016-04-19,8
10882,532,2016-04-19,24
10883,322,2016-04-19,25
10884,1606,2016-04-19,26
10885,315,2016-04-19,34
10886,497,2016-04-19,35
10887,477,2016-04-19,39
10888,1778,2016-04-19,47
10889,107,2016-04-19,55
10890,400,2017-04-19,3
10891,50,2017-04-19,8
10892,515,2017-04-19,24
10893,319,2017-04-19,25
10894,1900,2017-04-19,26
10895,256,2017-04-19,34
10896,496,2017-04-19,35
10897,587,2017-04-19,39
10898,1889,2017-04-19,47
10899,151,2017-04-19,55
10900,378,2018-04-19,3
10901,35,2018-04-19,8
10902,595,2018-04-19,24
10903,431,2018-04-19,25
10904,2179,2018-04-19,26
10905,234,2018-04-19,34
10906,376,2018-04-19,35
10907,496,2018-04-19,39
10908,2010,2018-04-19,47
10909,190,2018-04-19,55
10910,430,2019-04-19,3
10911,25,2019-04-19,8
10912,588,2019-04-19,24
10913,376,2019-04-19,25
10914,1809,2019-04-19,26
10915,181,2019-04-19,34
10916,396,2019-04-19,35
10917,454,2019-04-19,39
10918,1916,2019-04-19,47
10919,129,2019-04-19,55
10920,308,2010-04-20,3
10921,40,2010-04-20,8
10922,532,2010-04-20,24
10923,264,2010-04-20,25
10924,1544,2010-04-20,26
10925,177,2010-04-20,34
10926,295,2010-04-20,35
10927,359,2010-04-20,39
10928,1438,2010-04-20,47
10929,88,2010-04-20,55
10930,332,2011-04-20,3
10931,24,2011-04-20,8
10932,402,2011-04-20,24
10933,205,2011-04-20,25
10934,1635,2011-04-20,26
10935,183,2011-04-20,34
10936,274,2011-04-20,35
10937,354,2011-04-20,39
10938,1634,2011-04-20,47
10939,105,2011-04-20,55
10940,233,2012-04-20,3
10941,11,2012-04-20,8
10942,300,2012-04-20,24
10943,197,2012-04-20,25
10944,1197,2012-04-20,26
10945,186,2012-04-20,34
10946,242,2012-04-20,35
10947,283,2012-04-20,39
10948,1282,2012-04-20,47
10949,120,2012-04-20,55
10950,146,2013-04-20,3
10951,18,2013-04-20,8
10952,221,2013-04-20,24
10953,106,2013-04-20,25
10954,878,2013-04-20,26
10955,108,2013-04-20,34
10956,291,2013-04-20,35
10957,333,2013-04-20,39
10958,1068,2013-04-20,47
10959,37,2013-04-20,55
10960,110,2014-04-20,3
10961,25,2014-04-20,8
10962,362,2014-04-20,24
10963,95,2014-04-20,25
10964,992,2014-04-20,26
10965,91,2014-04-20,34
10966,172,2014-04-20,35
10967,341,2014-04-20,39
10968,923,2014-04-20,47
10969,49,2014-04-20,55
10970,360,2015-04-20,3
10971,28,2015-04-20,8
10972,570,2015-04-20,24
10973,395,2015-04-20,25
10974,1904,2015-04-20,26
10975,277,2015-04-20,34
10976,369,2015-04-20,35
10977,442,2015-04-20,39
10978,1884,2015-04-20,47
10979,104,2015-04-20,55
10980,281,2016-04-20,3
10981,37,2016-04-20,8
10982,506,2016-04-20,24
10983,278,2016-04-20,25
10984,1614,2016-04-20,26
10985,252,2016-04-20,34
10986,439,2016-04-20,35
10987,419,2016-04-20,39
10988,1748,2016-04-20,47
10989,95,2016-04-20,55
10990,404,2017-04-20,3
10991,56,2017-04-20,8
10992,486,2017-04-20,24
10993,326,2017-04-20,25
10994,1990,2017-04-20,26
10995,290,2017-04-20,34
10996,402,2017-04-20,35
10997,423,2017-04-20,39
10998,1808,2017-04-20,47
10999,123,2017-04-20,55
11000,369,2018-04-20,3
11001,29,2018-04-20,8
11002,608,2018-04-20,24
11003,360,2018-04-20,25
11004,1891,2018-04-20,26
11005,223,2018-04-20,34
11006,434,2018-04-20,35
11007,426,2018-04-20,39
11008,1902,2018-04-20,47
11009,207,2018-04-20,55
11010,300,2019-04-20,3
11011,32,2019-04-20,8
11012,477,2019-04-20,24
11013,307,2019-04-20,25
11014,1595,2019-04-20,26
11015,209,2019-04-20,34
11016,300,2019-04-20,35
11017,380,2019-04-20,39
11018,1703,2019-04-20,47
11019,103,2019-04-20,55
11020,250,2010-04-21,3
11021,25,2010-04-21,8
11022,462,2010-04-21,24
11023,275,2010-04-21,25
11024,1891,2010-04-21,26
11025,132,2010-04-21,34
11026,314,2010-04-21,35
11027,349,2010-04-21,39
11028,1619,2010-04-21,47
11029,84,2010-04-21,55
11030,273,2011-04-21,3
11031,56,2011-04-21,8
11032,406,2011-04-21,24
11033,200,2011-04-21,25
11034,1550,2011-04-21,26
11035,173,2011-04-21,34
11036,308,2011-04-21,35
11037,342,2011-04-21,39
11038,1484,2011-04-21,47
11039,86,2011-04-21,55
11040,132,2012-04-21,3
11041,18,2012-04-21,8
11042,228,2012-04-21,24
11043,109,2012-04-21,25
11044,836,2012-04-21,26
11045,129,2012-04-21,34
11046,242,2012-04-21,35
11047,265,2012-04-21,39
11048,852,2012-04-21,47
11049,49,2012-04-21,55
11050,113,2013-04-21,3
11051,28,2013-04-21,8
11052,201,2013-04-21,24
11053,88,2013-04-21,25
11054,1014,2013-04-21,26
11055,142,2013-04-21,34
11056,203,2013-04-21,35
11057,376,2013-04-21,39
11058,1075,2013-04-21,47
11059,113,2013-04-21,55
11060,365,2014-04-21,3
11061,42,2014-04-21,8
11062,530,2014-04-21,24
11063,291,2014-04-21,25
11064,1447,2014-04-21,26
11065,197,2014-04-21,34
11066,332,2014-04-21,35
11067,392,2014-04-21,39
11068,1451,2014-04-21,47
11069,101,2014-04-21,55
11070,350,2015-04-21,3
11071,55,2015-04-21,8
11072,526,2015-04-21,24
11073,348,2015-04-21,25
11074,1780,2015-04-21,26
11075,196,2015-04-21,34
11076,431,2015-04-21,35
11077,454,2015-04-21,39
11078,1798,2015-04-21,47
11079,113,2015-04-21,55
11080,330,2016-04-21,3
11081,62,2016-04-21,8
11082,405,2016-04-21,24
11083,286,2016-04-21,25
11084,1455,2016-04-21,26
11085,304,2016-04-21,34
11086,541,2016-04-21,35
11087,420,2016-04-21,39
11088,1559,2016-04-21,47
11089,111,2016-04-21,55
11090,313,2017-04-21,3
11091,41,2017-04-21,8
11092,479,2017-04-21,24
11093,307,2017-04-21,25
11094,1815,2017-04-21,26
11095,192,2017-04-21,34
11096,549,2017-04-21,35
11097,416,2017-04-21,39
11098,1830,2017-04-21,47
11099,130,2017-04-21,55
11100,307,2018-04-21,3
11101,27,2018-04-21,8
11102,417,2018-04-21,24
11103,361,2018-04-21,25
11104,1608,2018-04-21,26
11105,201,2018-04-21,34
11106,415,2018-04-21,35
11107,474,2018-04-21,39
11108,1608,2018-04-21,47
11109,143,2018-04-21,55
11110,271,2019-04-21,3
11111,20,2019-04-21,8
11112,439,2019-04-21,24
11113,234,2019-04-21,25
11114,1842,2019-04-21,26
11115,149,2019-04-21,34
11116,258,2019-04-21,35
11117,418,2019-04-21,39
11118,1473,2019-04-21,47
11119,91,2019-04-21,55
11120,328,2010-04-22,3
11121,34,2010-04-22,8
11122,465,2010-04-22,24
11123,212,2010-04-22,25
11124,1544,2010-04-22,26
11125,145,2010-04-22,34
11126,260,2010-04-22,35
11127,355,2010-04-22,39
11128,1590,2010-04-22,47
11129,90,2010-04-22,55
11130,224,2011-04-22,3
11131,36,2011-04-22,8
11132,318,2011-04-22,24
11133,214,2011-04-22,25
11134,1323,2011-04-22,26
11135,160,2011-04-22,34
11136,286,2011-04-22,35
11137,346,2011-04-22,39
11138,1303,2011-04-22,47
11139,71,2011-04-22,55
11140,139,2012-04-22,3
11141,19,2012-04-22,8
11142,181,2012-04-22,24
11143,119,2012-04-22,25
11144,738,2012-04-22,26
11145,129,2012-04-22,34
11146,154,2012-04-22,35
11147,273,2012-04-22,39
11148,798,2012-04-22,47
11149,57,2012-04-22,55
11150,259,2013-04-22,3
11151,31,2013-04-22,8
11152,414,2013-04-22,24
11153,213,2013-04-22,25
11154,1496,2013-04-22,26
11155,165,2013-04-22,34
11156,341,2013-04-22,35
11157,457,2013-04-22,39
11158,1425,2013-04-22,47
11159,74,2013-04-22,55
11160,338,2014-04-22,3
11161,32,2014-04-22,8
11162,416,2014-04-22,24
11163,213,2014-04-22,25
11164,1572,2014-04-22,26
11165,216,2014-04-22,34
11166,381,2014-04-22,35
11167,323,2014-04-22,39
11168,1442,2014-04-22,47
11169,85,2014-04-22,55
11170,359,2015-04-22,3
11171,20,2015-04-22,8
11172,530,2015-04-22,24
11173,408,2015-04-22,25
11174,1820,2015-04-22,26
11175,230,2015-04-22,34
11176,415,2015-04-22,35
11177,406,2015-04-22,39
11178,1821,2015-04-22,47
11179,103,2015-04-22,55
11180,330,2016-04-22,3
11181,33,2016-04-22,8
11182,470,2016-04-22,24
11183,262,2016-04-22,25
11184,1686,2016-04-22,26
11185,285,2016-04-22,34
11186,711,2016-04-22,35
11187,483,2016-04-22,39
11188,1866,2016-04-22,47
11189,93,2016-04-22,55
11190,271,2017-04-22,3
11191,32,2017-04-22,8
11192,484,2017-04-22,24
11193,178,2017-04-22,25
11194,1588,2017-04-22,26
11195,197,2017-04-22,34
11196,421,2017-04-22,35
11197,523,2017-04-22,39
11198,1565,2017-04-22,47
11199,105,2017-04-22,55
11200,306,2018-04-22,3
11201,24,2018-04-22,8
11202,413,2018-04-22,24
11203,331,2018-04-22,25
11204,1713,2018-04-22,26
11205,186,2018-04-22,34
11206,362,2018-04-22,35
11207,472,2018-04-22,39
11208,1697,2018-04-22,47
11209,111,2018-04-22,55
11210,349,2019-04-22,3
11211,34,2019-04-22,8
11212,584,2019-04-22,24
11213,402,2019-04-22,25
11214,2215,2019-04-22,26
11215,250,2019-04-22,34
11216,491,2019-04-22,35
11217,393,2019-04-22,39
11218,2234,2019-04-22,47
11219,141,2019-04-22,55
11220,242,2010-04-23,3
11221,19,2010-04-23,8
11222,447,2010-04-23,24
11223,189,2010-04-23,25
11224,1356,2010-04-23,26
11225,189,2010-04-23,34
11226,311,2010-04-23,35
11227,432,2010-04-23,39
11228,1625,2010-04-23,47
11229,72,2010-04-23,55
11230,136,2011-04-23,3
11231,32,2011-04-23,8
11232,279,2011-04-23,24
11233,111,2011-04-23,25
11234,999,2011-04-23,26
11235,117,2011-04-23,34
11236,170,2011-04-23,35
11237,340,2011-04-23,39
11238,943,2011-04-23,47
11239,61,2011-04-23,55
11240,259,2012-04-23,3
11241,25,2012-04-23,8
11242,369,2012-04-23,24
11243,242,2012-04-23,25
11244,1583,2012-04-23,26
11245,195,2012-04-23,34
11246,259,2012-04-23,35
11247,487,2012-04-23,39
11248,1631,2012-04-23,47
11249,108,2012-04-23,55
11250,258,2013-04-23,3
11251,11,2013-04-23,8
11252,396,2013-04-23,24
11253,198,2013-04-23,25
11254,1571,2013-04-23,26
11255,167,2013-04-23,34
11256,303,2013-04-23,35
11257,458,2013-04-23,39
11258,1628,2013-04-23,47
11259,92,2013-04-23,55
11260,298,2014-04-23,3
11261,29,2014-04-23,8
11262,410,2014-04-23,24
11263,267,2014-04-23,25
11264,1599,2014-04-23,26
11265,185,2014-04-23,34
11266,313,2014-04-23,35
11267,386,2014-04-23,39
11268,1663,2014-04-23,47
11269,118,2014-04-23,55
11270,438,2015-04-23,3
11271,50,2015-04-23,8
11272,474,2015-04-23,24
11273,304,2015-04-23,25
11274,2064,2015-04-23,26
11275,224,2015-04-23,34
11276,450,2015-04-23,35
11277,565,2015-04-23,39
11278,1882,2015-04-23,47
11279,139,2015-04-23,55
11280,162,2016-04-23,3
11281,25,2016-04-23,8
11282,374,2016-04-23,24
11283,197,2016-04-23,25
11284,1494,2016-04-23,26
11285,245,2016-04-23,34
11286,435,2016-04-23,35
11287,471,2016-04-23,39
11288,1327,2016-04-23,47
11289,80,2016-04-23,55
11290,246,2017-04-23,3
11291,16,2017-04-23,8
11292,431,2017-04-23,24
11293,252,2017-04-23,25
11294,1614,2017-04-23,26
11295,203,2017-04-23,34
11296,311,2017-04-23,35
11297,501,2017-04-23,39
11298,1541,2017-04-23,47
11299,92,2017-04-23,55
11300,497,2018-04-23,3
11301,33,2018-04-23,8
11302,659,2018-04-23,24
11303,493,2018-04-23,25
11304,2187,2018-04-23,26
11305,300,2018-04-23,34
11306,491,2018-04-23,35
11307,525,2018-04-23,39
11308,2215,2018-04-23,47
11309,187,2018-04-23,55
11310,396,2019-04-23,3
11311,52,2019-04-23,8
11312,653,2019-04-23,24
11313,424,2019-04-23,25
11314,2128,2019-04-23,26
11315,262,2019-04-23,34
11316,476,2019-04-23,35
11317,513,2019-04-23,39
11318,2012,2019-04-23,47
11319,144,2019-04-23,55
11320,132,2010-04-24,3
11321,28,2010-04-24,8
11322,222,2010-04-24,24
11323,139,2010-04-24,25
11324,870,2010-04-24,26
11325,118,2010-04-24,34
11326,329,2010-04-24,35
11327,421,2010-04-24,39
11328,997,2010-04-24,47
11329,41,2010-04-24,55
11330,79,2011-04-24,3
11331,10,2011-04-24,8
11332,171,2011-04-24,24
11333,77,2011-04-24,25
11334,658,2011-04-24,26
11335,83,2011-04-24,34
11336,130,2011-04-24,35
11337,210,2011-04-24,39
11338,697,2011-04-24,47
11339,23,2011-04-24,55
11340,258,2012-04-24,3
11341,37,2012-04-24,8
11342,386,2012-04-24,24
11343,240,2012-04-24,25
11344,1703,2012-04-24,26
11345,178,2012-04-24,34
11346,254,2012-04-24,35
11347,379,2012-04-24,39
11348,1499,2012-04-24,47
11349,127,2012-04-24,55
11350,281,2013-04-24,3
11351,26,2013-04-24,8
11352,331,2013-04-24,24
11353,188,2013-04-24,25
11354,1475,2013-04-24,26
11355,154,2013-04-24,34
11356,289,2013-04-24,35
11357,325,2013-04-24,39
11358,1378,2013-04-24,47
11359,112,2013-04-24,55
11360,342,2014-04-24,3
11361,20,2014-04-24,8
11362,440,2014-04-24,24
11363,256,2014-04-24,25
11364,1515,2014-04-24,26
11365,190,2014-04-24,34
11366,381,2014-04-24,35
11367,406,2014-04-24,39
11368,1565,2014-04-24,47
11369,82,2014-04-24,55
11370,286,2015-04-24,3
11371,33,2015-04-24,8
11372,475,2015-04-24,24
11373,308,2015-04-24,25
11374,1899,2015-04-24,26
11375,233,2015-04-24,34
11376,502,2015-04-24,35
11377,550,2015-04-24,39
11378,1743,2015-04-24,47
11379,103,2015-04-24,55
11380,219,2016-04-24,3
11381,55,2016-04-24,8
11382,329,2016-04-24,24
11383,151,2016-04-24,25
11384,1442,2016-04-24,26
11385,203,2016-04-24,34
11386,337,2016-04-24,35
11387,470,2016-04-24,39
11388,1256,2016-04-24,47
11389,78,2016-04-24,55
11390,390,2017-04-24,3
11391,34,2017-04-24,8
11392,687,2017-04-24,24
11393,347,2017-04-24,25
11394,1961,2017-04-24,26
11395,252,2017-04-24,34
11396,429,2017-04-24,35
11397,537,2017-04-24,39
11398,1915,2017-04-24,47
11399,156,2017-04-24,55
11400,468,2018-04-24,3
11401,42,2018-04-24,8
11402,620,2018-04-24,24
11403,469,2018-04-24,25
11404,2105,2018-04-24,26
11405,295,2018-04-24,34
11406,502,2018-04-24,35
11407,470,2018-04-24,39
11408,2103,2018-04-24,47
11409,163,2018-04-24,55
11410,444,2019-04-24,3
11411,47,2019-04-24,8
11412,713,2019-04-24,24
11413,439,2019-04-24,25
11414,2147,2019-04-24,26
11415,262,2019-04-24,34
11416,528,2019-04-24,35
11417,559,2019-04-24,39
11418,2407,2019-04-24,47
11419,153,2019-04-24,55
11420,92,2010-04-25,3
11421,8,2010-04-25,8
11422,201,2010-04-25,24
11423,97,2010-04-25,25
11424,886,2010-04-25,26
11425,116,2010-04-25,34
11426,188,2010-04-25,35
11427,270,2010-04-25,39
11428,871,2010-04-25,47
11429,32,2010-04-25,55
11430,293,2011-04-25,3
11431,46,2011-04-25,8
11432,455,2011-04-25,24
11433,270,2011-04-25,25
11434,1637,2011-04-25,26
11435,170,2011-04-25,34
11436,281,2011-04-25,35
11437,509,2011-04-25,39
11438,1589,2011-04-25,47
11439,87,2011-04-25,55
11440,285,2012-04-25,3
11441,27,2012-04-25,8
11442,413,2012-04-25,24
11443,277,2012-04-25,25
11444,1450,2012-04-25,26
11445,171,2012-04-25,34
11446,278,2012-04-25,35
11447,422,2012-04-25,39
11448,1465,2012-04-25,47
11449,91,2012-04-25,55
11450,370,2013-04-25,3
11451,25,2013-04-25,8
11452,384,2013-04-25,24
11453,253,2013-04-25,25
11454,1415,2013-04-25,26
11455,179,2013-04-25,34
11456,317,2013-04-25,35
11457,371,2013-04-25,39
11458,1395,2013-04-25,47
11459,65,2013-04-25,55
11460,301,2014-04-25,3
11461,32,2014-04-25,8
11462,450,2014-04-25,24
11463,273,2014-04-25,25
11464,1375,2014-04-25,26
11465,210,2014-04-25,34
11466,308,2014-04-25,35
11467,444,2014-04-25,39
11468,1491,2014-04-25,47
11469,83,2014-04-25,55
11470,209,2015-04-25,3
11471,30,2015-04-25,8
11472,350,2015-04-25,24
11473,199,2015-04-25,25
11474,1570,2015-04-25,26
11475,172,2015-04-25,34
11476,385,2015-04-25,35
11477,477,2015-04-25,39
11478,1317,2015-04-25,47
11479,101,2015-04-25,55
11480,366,2016-04-25,3
11481,27,2016-04-25,8
11482,453,2016-04-25,24
11483,237,2016-04-25,25
11484,1779,2016-04-25,26
11485,230,2016-04-25,34
11486,544,2016-04-25,35
11487,490,2016-04-25,39
11488,1636,2016-04-25,47
11489,105,2016-04-25,55
11490,362,2017-04-25,3
11491,27,2017-04-25,8
11492,505,2017-04-25,24
11493,305,2017-04-25,25
11494,1914,2017-04-25,26
11495,176,2017-04-25,34
11496,442,2017-04-25,35
11497,455,2017-04-25,39
11498,1668,2017-04-25,47
11499,121,2017-04-25,55
11500,430,2018-04-25,3
11501,45,2018-04-25,8
11502,567,2018-04-25,24
11503,407,2018-04-25,25
11504,1996,2018-04-25,26
11505,280,2018-04-25,34
11506,440,2018-04-25,35
11507,479,2018-04-25,39
11508,2120,2018-04-25,47
11509,160,2018-04-25,55
11510,391,2019-04-25,3
11511,39,2019-04-25,8
11512,660,2019-04-25,24
11513,413,2019-04-25,25
11514,1825,2019-04-25,26
11515,211,2019-04-25,34
11516,444,2019-04-25,35
11517,405,2019-04-25,39
11518,1894,2019-04-25,47
11519,149,2019-04-25,55
11520,327,2010-04-26,3
11521,20,2010-04-26,8
11522,441,2010-04-26,24
11523,266,2010-04-26,25
11524,1785,2010-04-26,26
11525,216,2010-04-26,34
11526,322,2010-04-26,35
11527,463,2010-04-26,39
11528,1712,2010-04-26,47
11529,79,2010-04-26,55
11530,309,2011-04-26,3
11531,51,2011-04-26,8
11532,431,2011-04-26,24
11533,258,2011-04-26,25
11534,1468,2011-04-26,26
11535,176,2011-04-26,34
11536,347,2011-04-26,35
11537,349,2011-04-26,39
11538,1552,2011-04-26,47
11539,78,2011-04-26,55
11540,284,2012-04-26,3
11541,29,2012-04-26,8
11542,365,2012-04-26,24
11543,226,2012-04-26,25
11544,1380,2012-04-26,26
11545,175,2012-04-26,34
11546,324,2012-04-26,35
11547,447,2012-04-26,39
11548,1321,2012-04-26,47
11549,106,2012-04-26,55
11550,288,2013-04-26,3
11551,28,2013-04-26,8
11552,349,2013-04-26,24
11553,219,2013-04-26,25
11554,1378,2013-04-26,26
11555,184,2013-04-26,34
11556,307,2013-04-26,35
11557,374,2013-04-26,39
11558,1429,2013-04-26,47
11559,85,2013-04-26,55
11560,189,2014-04-26,3
11561,17,2014-04-26,8
11562,321,2014-04-26,24
11563,156,2014-04-26,25
11564,1168,2014-04-26,26
11565,162,2014-04-26,34
11566,342,2014-04-26,35
11567,393,2014-04-26,39
11568,1182,2014-04-26,47
11569,71,2014-04-26,55
11570,199,2015-04-26,3
11571,28,2015-04-26,8
11572,326,2015-04-26,24
11573,177,2015-04-26,25
11574,1269,2015-04-26,26
11575,165,2015-04-26,34
11576,274,2015-04-26,35
11577,502,2015-04-26,39
11578,1312,2015-04-26,47
11579,81,2015-04-26,55
11580,309,2016-04-26,3
11581,41,2016-04-26,8
11582,438,2016-04-26,24
11583,205,2016-04-26,25
11584,1643,2016-04-26,26
11585,251,2016-04-26,34
11586,578,2016-04-26,35
11587,463,2016-04-26,39
11588,1677,2016-04-26,47
11589,121,2016-04-26,55
11590,395,2017-04-26,3
11591,34,2017-04-26,8
11592,606,2017-04-26,24
11593,374,2017-04-26,25
11594,2052,2017-04-26,26
11595,216,2017-04-26,34
11596,452,2017-04-26,35
11597,475,2017-04-26,39
11598,1909,2017-04-26,47
11599,138,2017-04-26,55
11600,497,2018-04-26,3
11601,51,2018-04-26,8
11602,640,2018-04-26,24
11603,443,2018-04-26,25
11604,1993,2018-04-26,26
11605,284,2018-04-26,34
11606,453,2018-04-26,35
11607,577,2018-04-26,39
11608,2215,2018-04-26,47
11609,201,2018-04-26,55
11610,356,2019-04-26,3
11611,29,2019-04-26,8
11612,566,2019-04-26,24
11613,367,2019-04-26,25
11614,1922,2019-04-26,26
11615,220,2019-04-26,34
11616,392,2019-04-26,35
11617,447,2019-04-26,39
11618,1778,2019-04-26,47
11619,144,2019-04-26,55
11620,240,2010-04-27,3
11621,28,2010-04-27,8
11622,442,2010-04-27,24
11623,275,2010-04-27,25
11624,1758,2010-04-27,26
11625,244,2010-04-27,34
11626,306,2010-04-27,35
11627,498,2010-04-27,39
11628,1692,2010-04-27,47
11629,76,2010-04-27,55
11630,291,2011-04-27,3
11631,21,2011-04-27,8
11632,460,2011-04-27,24
11633,213,2011-04-27,25
11634,1641,2011-04-27,26
11635,193,2011-04-27,34
11636,298,2011-04-27,35
11637,398,2011-04-27,39
11638,1457,2011-04-27,47
11639,100,2011-04-27,55
11640,240,2012-04-27,3
11641,20,2012-04-27,8
11642,349,2012-04-27,24
11643,203,2012-04-27,25
11644,1389,2012-04-27,26
11645,153,2012-04-27,34
11646,282,2012-04-27,35
11647,417,2012-04-27,39
11648,1374,2012-04-27,47
11649,98,2012-04-27,55
11650,181,2013-04-27,3
11651,18,2013-04-27,8
11652,224,2013-04-27,24
11653,145,2013-04-27,25
11654,1225,2013-04-27,26
11655,168,2013-04-27,34
11656,309,2013-04-27,35
11657,312,2013-04-27,39
11658,1044,2013-04-27,47
11659,44,2013-04-27,55
11660,153,2014-04-27,3
11661,15,2014-04-27,8
11662,304,2014-04-27,24
11663,155,2014-04-27,25
11664,1183,2014-04-27,26
11665,144,2014-04-27,34
11666,240,2014-04-27,35
11667,356,2014-04-27,39
11668,1022,2014-04-27,47
11669,68,2014-04-27,55
11670,356,2015-04-27,3
11671,42,2015-04-27,8
11672,529,2015-04-27,24
11673,289,2015-04-27,25
11674,1767,2015-04-27,26
11675,246,2015-04-27,34
11676,378,2015-04-27,35
11677,469,2015-04-27,39
11678,1839,2015-04-27,47
11679,143,2015-04-27,55
11680,305,2016-04-27,3
11681,49,2016-04-27,8
11682,445,2016-04-27,24
11683,273,2016-04-27,25
11684,1614,2016-04-27,26
11685,244,2016-04-27,34
11686,492,2016-04-27,35
11687,539,2016-04-27,39
11688,1674,2016-04-27,47
11689,89,2016-04-27,55
11690,392,2017-04-27,3
11691,39,2017-04-27,8
11692,478,2017-04-27,24
11693,319,2017-04-27,25
11694,1750,2017-04-27,26
11695,196,2017-04-27,34
11696,446,2017-04-27,35
11697,446,2017-04-27,39
11698,1787,2017-04-27,47
11699,91,2017-04-27,55
11700,401,2018-04-27,3
11701,37,2018-04-27,8
11702,538,2018-04-27,24
11703,400,2018-04-27,25
11704,1768,2018-04-27,26
11705,281,2018-04-27,34
11706,408,2018-04-27,35
11707,450,2018-04-27,39
11708,1976,2018-04-27,47
11709,197,2018-04-27,55
11710,330,2019-04-27,3
11711,32,2019-04-27,8
11712,544,2019-04-27,24
11713,343,2019-04-27,25
