,n_req,timestamp,stations
27966,415,2017-10-14,35
27967,550,2017-10-14,39
27968,1679,2017-10-14,47
27969,148,2017-10-14,55
27970,250,2018-10-14,3
27971,43,2018-10-14,8
27972,488,2018-10-14,24
27973,326,2018-10-14,25
27974,2044,2018-10-14,26
27975,212,2018-10-14,34
27976,449,2018-10-14,35
27977,638,2018-10-14,39
27978,1945,2018-10-14,47
27979,123,2018-10-14,55
27980,269,2010-10-15,3
27981,28,2010-10-15,8
27982,446,2010-10-15,24
27983,291,2010-10-15,25
27984,1801,2010-10-15,26
27985,193,2010-10-15,34
27986,376,2010-10-15,35
27987,523,2010-10-15,39
27988,1675,2010-10-15,47
27989,92,2010-10-15,55
27990,166,2011-10-15,3
27991,28,2011-10-15,8
27992,270,2011-10-15,24
27993,133,2011-10-15,25
27994,939,2011-10-15,26
27995,139,2011-10-15,34
27996,310,2011-10-15,35
27997,323,2011-10-15,39
27998,894,2011-10-15,47
27999,60,2011-10-15,55
28000,237,2012-10-15,3
28001,16,2012-10-15,8
28002,498,2012-10-15,24
28003,246,2012-10-15,25
28004,1547,2012-10-15,26
28005,193,2012-10-15,34
28006,287,2012-10-15,35
28007,462,2012-10-15,39
28008,1605,2012-10-15,47
28009,82,2012-10-15,55
28010,244,2013-10-15,3
28011,39,2013-10-15,8
28012,365,2013-10-15,24
28013,203,2013-10-15,25
28014,1381,2013-10-15,26
28015,148,2013-10-15,34
28016,339,2013-10-15,35
28017,349,2013-10-15,39
28018,1426,2013-10-15,47
28019,83,2013-10-15,55
28020,324,2014-10-15,3
28021,39,2014-10-15,8
28022,386,2014-10-15,24
28023,271,2014-10-15,25
28024,1454,2014-10-15,26
28025,176,2014-10-15,34
28026,351,2014-10-15,35
28027,433,2014-10-15,39
28028,1570,2014-10-15,47
28029,96,2014-10-15,55
28030,289,2015-10-15,3
28031,37,2015-10-15,8
28032,471,2015-10-15,24
28033,281,2015-10-15,25
28034,1741,2015-10-15,26
28035,250,2015-10-15,34
28036,406,2015-10-15,35
28037,666,2015-10-15,39
28038,1616,2015-10-15,47
28039,115,2015-10-15,55
28040,282,2016-10-15,3
28041,34,2016-10-15,8
28042,334,2016-10-15,24
28043,206,2016-10-15,25
28044,1427,2016-10-15,26
28045,226,2016-10-15,34
28046,406,2016-10-15,35
28047,529,2016-10-15,39
28048,1450,2016-10-15,47
28049,105,2016-10-15,55
28050,213,2017-10-15,3
28051,49,2017-10-15,8
28052,449,2017-10-15,24
28053,254,2017-10-15,25
28054,1662,2017-10-15,26
28055,149,2017-10-15,34
28056,354,2017-10-15,35
28057,525,2017-10-15,39
28058,1646,2017-10-15,47
28059,117,2017-10-15,55
28060,428,2018-10-15,3
28061,56,2018-10-15,8
28062,657,2018-10-15,24
28063,500,2018-10-15,25
28064,2558,2018-10-15,26
28065,289,2018-10-15,34
28066,553,2018-10-15,35
28067,781,2018-10-15,39
28068,2428,2018-10-15,47
28069,187,2018-10-15,55
28070,177,2010-10-16,3
28071,26,2010-10-16,8
28072,392,2010-10-16,24
28073,167,2010-10-16,25
28074,1384,2010-10-16,26
28075,142,2010-10-16,34
28076,327,2010-10-16,35
28077,491,2010-10-16,39
28078,1427,2010-10-16,47
28079,65,2010-10-16,55
28080,136,2011-10-16,3
28081,17,2011-10-16,8
28082,175,2011-10-16,24
28083,97,2011-10-16,25
28084,859,2011-10-16,26
28085,82,2011-10-16,34
28086,177,2011-10-16,35
28087,249,2011-10-16,39
28088,820,2011-10-16,47
28089,52,2011-10-16,55
28090,260,2012-10-16,3
28091,41,2012-10-16,8
28092,374,2012-10-16,24
28093,236,2012-10-16,25
28094,1538,2012-10-16,26
28095,185,2012-10-16,34
28096,298,2012-10-16,35
28097,421,2012-10-16,39
28098,1484,2012-10-16,47
28099,99,2012-10-16,55
28100,210,2013-10-16,3
28101,21,2013-10-16,8
28102,414,2013-10-16,24
28103,288,2013-10-16,25
28104,1354,2013-10-16,26
28105,140,2013-10-16,34
28106,362,2013-10-16,35
28107,389,2013-10-16,39
28108,1522,2013-10-16,47
28109,70,2013-10-16,55
28110,251,2014-10-16,3
28111,28,2014-10-16,8
28112,425,2014-10-16,24
28113,266,2014-10-16,25
28114,1478,2014-10-16,26
28115,244,2014-10-16,34
28116,379,2014-10-16,35
28117,457,2014-10-16,39
28118,1537,2014-10-16,47
28119,116,2014-10-16,55
28120,348,2015-10-16,3
28121,37,2015-10-16,8
28122,435,2015-10-16,24
28123,300,2015-10-16,25
28124,1897,2015-10-16,26
28125,265,2015-10-16,34
28126,422,2015-10-16,35
28127,612,2015-10-16,39
28128,1712,2015-10-16,47
28129,102,2015-10-16,55
28130,206,2016-10-16,3
28131,12,2016-10-16,8
28132,329,2016-10-16,24
28133,186,2016-10-16,25
28134,1318,2016-10-16,26
28135,163,2016-10-16,34
28136,360,2016-10-16,35
28137,430,2016-10-16,39
28138,1310,2016-10-16,47
28139,75,2016-10-16,55
28140,406,2017-10-16,3
28141,35,2017-10-16,8
28142,620,2017-10-16,24
28143,371,2017-10-16,25
28144,2090,2017-10-16,26
28145,254,2017-10-16,34
28146,375,2017-10-16,35
28147,499,2017-10-16,39
28148,2048,2017-10-16,47
28149,158,2017-10-16,55
28150,442,2018-10-16,3
28151,35,2018-10-16,8
28152,755,2018-10-16,24
28153,476,2018-10-16,25
28154,2914,2018-10-16,26
28155,337,2018-10-16,34
28156,651,2018-10-16,35
28157,817,2018-10-16,39
28158,3114,2018-10-16,47
28159,180,2018-10-16,55
28160,168,2010-10-17,3
28161,21,2010-10-17,8
28162,261,2010-10-17,24
28163,115,2010-10-17,25
28164,1041,2010-10-17,26
28165,133,2010-10-17,34
28166,248,2010-10-17,35
28167,327,2010-10-17,39
28168,958,2010-10-17,47
28169,57,2010-10-17,55
28170,237,2011-10-17,3
28171,16,2011-10-17,8
28172,407,2011-10-17,24
28173,231,2011-10-17,25
28174,1702,2011-10-17,26
28175,208,2011-10-17,34
28176,242,2011-10-17,35
28177,341,2011-10-17,39
28178,1837,2011-10-17,47
28179,69,2011-10-17,55
28180,222,2012-10-17,3
28181,33,2012-10-17,8
28182,403,2012-10-17,24
28183,243,2012-10-17,25
28184,1772,2012-10-17,26
28185,191,2012-10-17,34
28186,372,2012-10-17,35
28187,422,2012-10-17,39
28188,1622,2012-10-17,47
28189,75,2012-10-17,55
28190,234,2013-10-17,3
28191,28,2013-10-17,8
28192,418,2013-10-17,24
28193,198,2013-10-17,25
28194,1322,2013-10-17,26
28195,173,2013-10-17,34
28196,372,2013-10-17,35
28197,344,2013-10-17,39
28198,1266,2013-10-17,47
28199,89,2013-10-17,55
28200,283,2014-10-17,3
28201,58,2014-10-17,8
28202,357,2014-10-17,24
28203,318,2014-10-17,25
28204,1545,2014-10-17,26
28205,205,2014-10-17,34
28206,362,2014-10-17,35
28207,461,2014-10-17,39
28208,1322,2014-10-17,47
28209,96,2014-10-17,55
28210,214,2015-10-17,3
28211,32,2015-10-17,8
28212,445,2015-10-17,24
28213,184,2015-10-17,25
28214,1948,2015-10-17,26
28215,258,2015-10-17,34
28216,416,2015-10-17,35
28217,730,2015-10-17,39
28218,1753,2015-10-17,47
28219,118,2015-10-17,55
28220,513,2016-10-17,3
28221,46,2016-10-17,8
28222,498,2016-10-17,24
28223,354,2016-10-17,25
28224,2195,2016-10-17,26
28225,245,2016-10-17,34
28226,490,2016-10-17,35
28227,670,2016-10-17,39
28228,1850,2016-10-17,47
28229,160,2016-10-17,55
28230,350,2017-10-17,3
28231,43,2017-10-17,8
28232,592,2017-10-17,24
28233,328,2017-10-17,25
28234,2421,2017-10-17,26
28235,346,2017-10-17,34
28236,411,2017-10-17,35
28237,607,2017-10-17,39
28238,2380,2017-10-17,47
28239,180,2017-10-17,55
28240,453,2018-10-17,3
28241,39,2018-10-17,8
28242,686,2018-10-17,24
28243,459,2018-10-17,25
28244,3016,2018-10-17,26
28245,354,2018-10-17,34
28246,559,2018-10-17,35
28247,741,2018-10-17,39
28248,3054,2018-10-17,47
28249,230,2018-10-17,55
28250,306,2010-10-18,3
28251,44,2010-10-18,8
28252,474,2010-10-18,24
28253,310,2010-10-18,25
28254,1853,2010-10-18,26
28255,206,2010-10-18,34
28256,350,2010-10-18,35
28257,607,2010-10-18,39
28258,2014,2010-10-18,47
28259,67,2010-10-18,55
28260,274,2011-10-18,3
28261,70,2011-10-18,8
28262,443,2011-10-18,24
28263,303,2011-10-18,25
28264,1798,2011-10-18,26
28265,219,2011-10-18,34
28266,356,2011-10-18,35
28267,395,2011-10-18,39
28268,1675,2011-10-18,47
28269,109,2011-10-18,55
28270,226,2012-10-18,3
28271,37,2012-10-18,8
28272,306,2012-10-18,24
28273,214,2012-10-18,25
28274,1401,2012-10-18,26
28275,150,2012-10-18,34
28276,292,2012-10-18,35
28277,411,2012-10-18,39
28278,1421,2012-10-18,47
28279,55,2012-10-18,55
28280,207,2013-10-18,3
28281,24,2013-10-18,8
28282,443,2013-10-18,24
28283,189,2013-10-18,25
28284,1301,2013-10-18,26
28285,167,2013-10-18,34
28286,315,2013-10-18,35
28287,370,2013-10-18,39
28288,1354,2013-10-18,47
28289,98,2013-10-18,55
28290,187,2014-10-18,3
28291,36,2014-10-18,8
28292,276,2014-10-18,24
28293,155,2014-10-18,25
28294,1223,2014-10-18,26
28295,187,2014-10-18,34
28296,308,2014-10-18,35
28297,473,2014-10-18,39
28298,1121,2014-10-18,47
28299,100,2014-10-18,55
28300,186,2015-10-18,3
28301,59,2015-10-18,8
28302,355,2015-10-18,24
28303,190,2015-10-18,25
28304,2456,2015-10-18,26
28305,311,2015-10-18,34
28306,410,2015-10-18,35
28307,941,2015-10-18,39
28308,2125,2015-10-18,47
28309,109,2015-10-18,55
28310,470,2016-10-18,3
28311,60,2016-10-18,8
28312,474,2016-10-18,24
28313,318,2016-10-18,25
28314,1826,2016-10-18,26
28315,241,2016-10-18,34
28316,516,2016-10-18,35
28317,466,2016-10-18,39
28318,1757,2016-10-18,47
28319,155,2016-10-18,55
28320,439,2017-10-18,3
28321,25,2017-10-18,8
28322,556,2017-10-18,24
28323,362,2017-10-18,25
28324,1995,2017-10-18,26
28325,268,2017-10-18,34
28326,391,2017-10-18,35
28327,538,2017-10-18,39
28328,1980,2017-10-18,47
28329,161,2017-10-18,55
28330,433,2018-10-18,3
28331,31,2018-10-18,8
28332,620,2018-10-18,24
28333,418,2018-10-18,25
28334,3157,2018-10-18,26
28335,356,2018-10-18,34
28336,571,2018-10-18,35
28337,1013,2018-10-18,39
28338,3158,2018-10-18,47
28339,169,2018-10-18,55
28340,277,2010-10-19,3
28341,35,2010-10-19,8
28342,488,2010-10-19,24
28343,240,2010-10-19,25
28344,2130,2010-10-19,26
28345,223,2010-10-19,34
28346,423,2010-10-19,35
28347,581,2010-10-19,39
28348,1919,2010-10-19,47
28349,123,2010-10-19,55
28350,335,2011-10-19,3
28351,39,2011-10-19,8
28352,413,2011-10-19,24
28353,253,2011-10-19,25
28354,1772,2011-10-19,26
28355,145,2011-10-19,34
28356,300,2011-10-19,35
28357,457,2011-10-19,39
28358,1577,2011-10-19,47
28359,140,2011-10-19,55
28360,203,2012-10-19,3
28361,20,2012-10-19,8
28362,306,2012-10-19,24
28363,182,2012-10-19,25
28364,1170,2012-10-19,26
28365,149,2012-10-19,34
28366,246,2012-10-19,35
28367,386,2012-10-19,39
28368,1320,2012-10-19,47
28369,71,2012-10-19,55
28370,128,2013-10-19,3
28371,25,2013-10-19,8
28372,255,2013-10-19,24
28373,135,2013-10-19,25
28374,1027,2013-10-19,26
28375,126,2013-10-19,34
28376,321,2013-10-19,35
28377,291,2013-10-19,39
28378,927,2013-10-19,47
28379,35,2013-10-19,55
28380,155,2014-10-19,3
28381,36,2014-10-19,8
28382,245,2014-10-19,24
28383,138,2014-10-19,25
28384,1493,2014-10-19,26
28385,209,2014-10-19,34
28386,266,2014-10-19,35
28387,556,2014-10-19,39
28388,1344,2014-10-19,47
28389,73,2014-10-19,55
28390,294,2015-10-19,3
28391,54,2015-10-19,8
28392,614,2015-10-19,24
28393,277,2015-10-19,25
28394,3187,2015-10-19,26
28395,333,2015-10-19,34
28396,527,2015-10-19,35
28397,1034,2015-10-19,39
28398,2663,2015-10-19,47
28399,143,2015-10-19,55
28400,403,2016-10-19,3
28401,43,2016-10-19,8
28402,457,2016-10-19,24
28403,278,2016-10-19,25
28404,1649,2016-10-19,26
28405,202,2016-10-19,34
28406,470,2016-10-19,35
28407,452,2016-10-19,39
28408,1563,2016-10-19,47
28409,141,2016-10-19,55
28410,334,2017-10-19,3
28411,57,2017-10-19,8
28412,628,2017-10-19,24
28413,320,2017-10-19,25
28414,1919,2017-10-19,26
28415,259,2017-10-19,34
28416,482,2017-10-19,35
28417,538,2017-10-19,39
28418,2173,2017-10-19,47
28419,189,2017-10-19,55
28420,412,2018-10-19,3
28421,31,2018-10-19,8
28422,586,2018-10-19,24
28423,382,2018-10-19,25
28424,2587,2018-10-19,26
28425,331,2018-10-19,34
28426,455,2018-10-19,35
28427,678,2018-10-19,39
28428,2651,2018-10-19,47
28429,185,2018-10-19,55
28430,256,2010-10-20,3
28431,29,2010-10-20,8
28432,495,2010-10-20,24
28433,288,2010-10-20,25
28434,2149,2010-10-20,26
28435,222,2010-10-20,34
28436,355,2010-10-20,35
28437,630,2010-10-20,39
28438,1905,2010-10-20,47
28439,106,2010-10-20,55
28440,319,2011-10-20,3
28441,33,2011-10-20,8
28442,487,2011-10-20,24
28443,224,2011-10-20,25
28444,1592,2011-10-20,26
28445,146,2011-10-20,34
28446,366,2011-10-20,35
28447,395,2011-10-20,39
28448,1266,2011-10-20,47
28449,91,2011-10-20,55
28450,126,2012-10-20,3
28451,15,2012-10-20,8
28452,202,2012-10-20,24
28453,113,2012-10-20,25
28454,1075,2012-10-20,26
28455,178,2012-10-20,34
28456,241,2012-10-20,35
28457,327,2012-10-20,39
28458,927,2012-10-20,47
28459,56,2012-10-20,55
28460,125,2013-10-20,3
28461,19,2013-10-20,8
28462,177,2013-10-20,24
28463,113,2013-10-20,25
28464,939,2013-10-20,26
28465,117,2013-10-20,34
28466,191,2013-10-20,35
28467,311,2013-10-20,39
28468,800,2013-10-20,47
28469,50,2013-10-20,55
28470,305,2014-10-20,3
28471,45,2014-10-20,8
28472,447,2014-10-20,24
28473,268,2014-10-20,25
28474,2573,2014-10-20,26
28475,252,2014-10-20,34
28476,355,2014-10-20,35
28477,742,2014-10-20,39
28478,2095,2014-10-20,47
28479,139,2014-10-20,55
28480,338,2015-10-20,3
28481,41,2015-10-20,8
28482,572,2015-10-20,24
28483,239,2015-10-20,25
28484,2187,2015-10-20,26
28485,277,2015-10-20,34
28486,462,2015-10-20,35
28487,659,2015-10-20,39
28488,1908,2015-10-20,47
28489,92,2015-10-20,55
28490,331,2016-10-20,3
28491,32,2016-10-20,8
28492,426,2016-10-20,24
28493,333,2016-10-20,25
28494,1579,2016-10-20,26
28495,221,2016-10-20,34
28496,398,2016-10-20,35
28497,377,2016-10-20,39
28498,1579,2016-10-20,47
28499,124,2016-10-20,55
28500,356,2017-10-20,3
28501,56,2017-10-20,8
28502,569,2017-10-20,24
28503,336,2017-10-20,25
28504,1900,2017-10-20,26
28505,222,2017-10-20,34
28506,500,2017-10-20,35
28507,540,2017-10-20,39
28508,2037,2017-10-20,47
28509,203,2017-10-20,55
28510,281,2018-10-20,3
28511,46,2018-10-20,8
28512,433,2018-10-20,24
28513,306,2018-10-20,25
28514,2025,2018-10-20,26
28515,247,2018-10-20,34
28516,384,2018-10-20,35
28517,592,2018-10-20,39
28518,1772,2018-10-20,47
28519,105,2018-10-20,55
28520,276,2010-10-21,3
28521,22,2010-10-21,8
28522,486,2010-10-21,24
28523,252,2010-10-21,25
28524,2219,2010-10-21,26
28525,215,2010-10-21,34
28526,330,2010-10-21,35
28527,563,2010-10-21,39
28528,1686,2010-10-21,47
28529,122,2010-10-21,55
28530,296,2011-10-21,3
28531,42,2011-10-21,8
28532,480,2011-10-21,24
28533,237,2011-10-21,25
28534,1972,2011-10-21,26
28535,224,2011-10-21,34
28536,297,2011-10-21,35
28537,527,2011-10-21,39
28538,1633,2011-10-21,47
28539,126,2011-10-21,55
28540,116,2012-10-21,3
28541,9,2012-10-21,8
28542,175,2012-10-21,24
28543,115,2012-10-21,25
28544,889,2012-10-21,26
28545,101,2012-10-21,34
28546,207,2012-10-21,35
28547,283,2012-10-21,39
28548,933,2012-10-21,47
28549,41,2012-10-21,55
28550,293,2013-10-21,3
28551,17,2013-10-21,8
28552,369,2013-10-21,24
28553,247,2013-10-21,25
28554,1524,2013-10-21,26
28555,193,2013-10-21,34
28556,320,2013-10-21,35
28557,445,2013-10-21,39
28558,1515,2013-10-21,47
28559,113,2013-10-21,55
28560,310,2014-10-21,3
28561,39,2014-10-21,8
28562,440,2014-10-21,24
28563,227,2014-10-21,25
28564,1517,2014-10-21,26
28565,209,2014-10-21,34
28566,347,2014-10-21,35
28567,615,2014-10-21,39
28568,1760,2014-10-21,47
28569,122,2014-10-21,55
28570,311,2015-10-21,3
28571,30,2015-10-21,8
28572,504,2015-10-21,24
28573,257,2015-10-21,25
28574,1827,2015-10-21,26
28575,259,2015-10-21,34
28576,461,2015-10-21,35
28577,548,2015-10-21,39
28578,1899,2015-10-21,47
28579,111,2015-10-21,55
28580,356,2016-10-21,3
28581,25,2016-10-21,8
28582,449,2016-10-21,24
28583,263,2016-10-21,25
28584,1776,2016-10-21,26
28585,207,2016-10-21,34
28586,383,2016-10-21,35
28587,500,2016-10-21,39
28588,1704,2016-10-21,47
28589,205,2016-10-21,55
28590,286,2017-10-21,3
28591,48,2017-10-21,8
28592,507,2017-10-21,24
28593,268,2017-10-21,25
28594,1696,2017-10-21,26
28595,221,2017-10-21,34
28596,532,2017-10-21,35
28597,488,2017-10-21,39
28598,1697,2017-10-21,47
28599,160,2017-10-21,55
28600,287,2018-10-21,3
28601,29,2018-10-21,8
28602,444,2018-10-21,24
28603,324,2018-10-21,25
28604,2268,2018-10-21,26
28605,194,2018-10-21,34
28606,361,2018-10-21,35
28607,672,2018-10-21,39
28608,2035,2018-10-21,47
28609,151,2018-10-21,55
28610,249,2010-10-22,3
28611,37,2010-10-22,8
28612,442,2010-10-22,24
28613,212,2010-10-22,25
28614,2350,2010-10-22,26
28615,213,2010-10-22,34
28616,319,2010-10-22,35
28617,489,2010-10-22,39
28618,1863,2010-10-22,47
28619,91,2010-10-22,55
28620,145,2011-10-22,3
28621,21,2011-10-22,8
28622,333,2011-10-22,24
28623,138,2011-10-22,25
28624,1234,2011-10-22,26
28625,188,2011-10-22,34
28626,347,2011-10-22,35
28627,387,2011-10-22,39
28628,1194,2011-10-22,47
28629,91,2011-10-22,55
28630,219,2012-10-22,3
28631,33,2012-10-22,8
28632,373,2012-10-22,24
28633,241,2012-10-22,25
28634,1569,2012-10-22,26
28635,184,2012-10-22,34
28636,314,2012-10-22,35
28637,408,2012-10-22,39
28638,1357,2012-10-22,47
28639,78,2012-10-22,55
28640,271,2013-10-22,3
28641,28,2013-10-22,8
28642,389,2013-10-22,24
28643,234,2013-10-22,25
28644,1447,2013-10-22,26
28645,196,2013-10-22,34
28646,298,2013-10-22,35
28647,428,2013-10-22,39
28648,1489,2013-10-22,47
28649,71,2013-10-22,55
28650,248,2014-10-22,3
28651,29,2014-10-22,8
28652,418,2014-10-22,24
28653,262,2014-10-22,25
28654,1715,2014-10-22,26
28655,223,2014-10-22,34
28656,372,2014-10-22,35
28657,501,2014-10-22,39
28658,1649,2014-10-22,47
28659,71,2014-10-22,55
28660,241,2015-10-22,3
28661,24,2015-10-22,8
28662,467,2015-10-22,24
28663,268,2015-10-22,25
28664,1713,2015-10-22,26
28665,249,2015-10-22,34
28666,410,2015-10-22,35
28667,482,2015-10-22,39
28668,1683,2015-10-22,47
28669,96,2015-10-22,55
28670,223,2016-10-22,3
28671,31,2016-10-22,8
28672,447,2016-10-22,24
28673,257,2016-10-22,25
28674,1741,2016-10-22,26
28675,208,2016-10-22,34
28676,391,2016-10-22,35
28677,638,2016-10-22,39
28678,1602,2016-10-22,47
28679,175,2016-10-22,55
28680,233,2017-10-22,3
28681,33,2017-10-22,8
28682,429,2017-10-22,24
28683,225,2017-10-22,25
28684,1676,2017-10-22,26
28685,193,2017-10-22,34
28686,341,2017-10-22,35
28687,602,2017-10-22,39
28688,1502,2017-10-22,47
28689,89,2017-10-22,55
28690,429,2018-10-22,3
28691,58,2018-10-22,8
28692,642,2018-10-22,24
28693,460,2018-10-22,25
28694,3030,2018-10-22,26
28695,364,2018-10-22,34
28696,542,2018-10-22,35
28697,823,2018-10-22,39
28698,3025,2018-10-22,47
28699,193,2018-10-22,55
28700,160,2010-10-23,3
28701,21,2010-10-23,8
28702,459,2010-10-23,24
28703,151,2010-10-23,25
28704,1401,2010-10-23,26
28705,195,2010-10-23,34
28706,254,2010-10-23,35
28707,399,2010-10-23,39
28708,1275,2010-10-23,47
28709,60,2010-10-23,55
28710,107,2011-10-23,3
28711,29,2011-10-23,8
28712,196,2011-10-23,24
28713,105,2011-10-23,25
28714,1180,2011-10-23,26
28715,186,2011-10-23,34
28716,240,2011-10-23,35
28717,445,2011-10-23,39
28718,892,2011-10-23,47
28719,41,2011-10-23,55
28720,221,2012-10-23,3
28721,29,2012-10-23,8
28722,353,2012-10-23,24
28723,236,2012-10-23,25
28724,1502,2012-10-23,26
28725,156,2012-10-23,34
28726,272,2012-10-23,35
28727,344,2012-10-23,39
28728,1440,2012-10-23,47
28729,82,2012-10-23,55
28730,283,2013-10-23,3
28731,29,2013-10-23,8
28732,379,2013-10-23,24
28733,267,2013-10-23,25
28734,1741,2013-10-23,26
28735,210,2013-10-23,34
28736,478,2013-10-23,35
28737,630,2013-10-23,39
28738,1899,2013-10-23,47
28739,88,2013-10-23,55
28740,303,2014-10-23,3
28741,20,2014-10-23,8
28742,490,2014-10-23,24
28743,286,2014-10-23,25
28744,2121,2014-10-23,26
28745,287,2014-10-23,34
28746,381,2014-10-23,35
28747,650,2014-10-23,39
28748,1981,2014-10-23,47
28749,127,2014-10-23,55
28750,255,2015-10-23,3
28751,28,2015-10-23,8
28752,540,2015-10-23,24
28753,284,2015-10-23,25
28754,1663,2015-10-23,26
28755,253,2015-10-23,34
28756,403,2015-10-23,35
28757,541,2015-10-23,39
28758,1689,2015-10-23,47
28759,86,2015-10-23,55
28760,195,2016-10-23,3
28761,25,2016-10-23,8
28762,387,2016-10-23,24
28763,251,2016-10-23,25
28764,1896,2016-10-23,26
28765,200,2016-10-23,34
28766,383,2016-10-23,35
28767,599,2016-10-23,39
28768,1539,2016-10-23,47
28769,317,2016-10-23,55
28770,410,2017-10-23,3
28771,43,2017-10-23,8
28772,618,2017-10-23,24
28773,407,2017-10-23,25
28774,2148,2017-10-23,26
28775,245,2017-10-23,34
28776,422,2017-10-23,35
28777,490,2017-10-23,39
28778,2185,2017-10-23,47
28779,156,2017-10-23,55
28780,433,2018-10-23,3
28781,47,2018-10-23,8
28782,605,2018-10-23,24
28783,440,2018-10-23,25
28784,2465,2018-10-23,26
28785,237,2018-10-23,34
28786,530,2018-10-23,35
28787,621,2018-10-23,39
28788,2699,2018-10-23,47
28789,192,2018-10-23,55
28790,110,2010-10-24,3
28791,21,2010-10-24,8
28792,225,2010-10-24,24
28793,102,2010-10-24,25
28794,880,2010-10-24,26
28795,112,2010-10-24,34
28796,169,2010-10-24,35
28797,241,2010-10-24,39
28798,922,2010-10-24,47
28799,78,2010-10-24,55
28800,246,2011-10-24,3
28801,54,2011-10-24,8
28802,484,2011-10-24,24
28803,261,2011-10-24,25
28804,2077,2011-10-24,26
28805,209,2011-10-24,34
28806,276,2011-10-24,35
28807,512,2011-10-24,39
28808,1887,2011-10-24,47
28809,101,2011-10-24,55
28810,239,2012-10-24,3
28811,26,2012-10-24,8
28812,375,2012-10-24,24
28813,203,2012-10-24,25
28814,1508,2012-10-24,26
28815,119,2012-10-24,34
28816,302,2012-10-24,35
28817,398,2012-10-24,39
28818,1436,2012-10-24,47
28819,60,2012-10-24,55
28820,288,2013-10-24,3
28821,29,2013-10-24,8
28822,345,2013-10-24,24
28823,242,2013-10-24,25
28824,2115,2013-10-24,26
28825,210,2013-10-24,34
28826,383,2013-10-24,35
28827,747,2013-10-24,39
28828,1868,2013-10-24,47
28829,89,2013-10-24,55
28830,250,2014-10-24,3
28831,42,2014-10-24,8
28832,481,2014-10-24,24
28833,237,2014-10-24,25
28834,1864,2014-10-24,26
28835,232,2014-10-24,34
28836,355,2014-10-24,35
28837,522,2014-10-24,39
28838,1726,2014-10-24,47
28839,113,2014-10-24,55
28840,174,2015-10-24,3
28841,51,2015-10-24,8
28842,432,2015-10-24,24
28843,219,2015-10-24,25
28844,1728,2015-10-24,26
28845,219,2015-10-24,34
28846,459,2015-10-24,35
28847,593,2015-10-24,39
28848,1701,2015-10-24,47
28849,131,2015-10-24,55
28850,307,2016-10-24,3
28851,45,2016-10-24,8
28852,523,2016-10-24,24
28853,340,2016-10-24,25
28854,2326,2016-10-24,26
28855,236,2016-10-24,34
28856,527,2016-10-24,35
28857,575,2016-10-24,39
28858,2087,2016-10-24,47
28859,242,2016-10-24,55
28860,430,2017-10-24,3
28861,30,2017-10-24,8
28862,687,2017-10-24,24
28863,532,2017-10-24,25
28864,2090,2017-10-24,26
28865,323,2017-10-24,34
28866,410,2017-10-24,35
28867,416,2017-10-24,39
28868,1996,2017-10-24,47
28869,152,2017-10-24,55
28870,416,2018-10-24,3
28871,36,2018-10-24,8
28872,622,2018-10-24,24
28873,363,2018-10-24,25
28874,2604,2018-10-24,26
28875,371,2018-10-24,34
28876,606,2018-10-24,35
28877,677,2018-10-24,39
28878,2657,2018-10-24,47
28879,150,2018-10-24,55
28880,276,2010-10-25,3
28881,32,2010-10-25,8
28882,447,2010-10-25,24
28883,231,2010-10-25,25
28884,1707,2010-10-25,26
28885,177,2010-10-25,34
28886,371,2010-10-25,35
28887,399,2010-10-25,39
28888,1562,2010-10-25,47
28889,70,2010-10-25,55
28890,312,2011-10-25,3
28891,33,2011-10-25,8
28892,473,2011-10-25,24
28893,278,2011-10-25,25
28894,1991,2011-10-25,26
28895,184,2011-10-25,34
28896,355,2011-10-25,35
28897,514,2011-10-25,39
28898,1992,2011-10-25,47
28899,98,2011-10-25,55
28900,220,2012-10-25,3
28901,24,2012-10-25,8
28902,356,2012-10-25,24
28903,245,2012-10-25,25
28904,1546,2012-10-25,26
28905,136,2012-10-25,34
28906,331,2012-10-25,35
28907,347,2012-10-25,39
28908,1315,2012-10-25,47
28909,97,2012-10-25,55
28910,269,2013-10-25,3
28911,37,2013-10-25,8
28912,427,2013-10-25,24
28913,246,2013-10-25,25
28914,1974,2013-10-25,26
28915,170,2013-10-25,34
28916,395,2013-10-25,35
28917,682,2013-10-25,39
28918,1730,2013-10-25,47
28919,220,2013-10-25,55
28920,157,2014-10-25,3
28921,46,2014-10-25,8
28922,341,2014-10-25,24
28923,191,2014-10-25,25
28924,1367,2014-10-25,26
28925,218,2014-10-25,34
28926,367,2014-10-25,35
28927,456,2014-10-25,39
28928,1354,2014-10-25,47
28929,104,2014-10-25,55
28930,175,2015-10-25,3
28931,27,2015-10-25,8
28932,325,2015-10-25,24
28933,189,2015-10-25,25
28934,1413,2015-10-25,26
28935,172,2015-10-25,34
28936,313,2015-10-25,35
28937,475,2015-10-25,39
28938,1308,2015-10-25,47
28939,99,2015-10-25,55
28940,430,2016-10-25,3
28941,36,2016-10-25,8
28942,599,2016-10-25,24
28943,283,2016-10-25,25
28944,2843,2016-10-25,26
28945,279,2016-10-25,34
28946,523,2016-10-25,35
28947,697,2016-10-25,39
28948,2546,2016-10-25,47
28949,151,2016-10-25,55
28950,389,2017-10-25,3
