,Unique Key,Complaint,timestamp_x,stations,StationName,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce
48,21,water system,2010-01-02,3,BERGEN POINT,35.6,33.3,41.2,40.13438489176157,0.0,2.5,7.0,12.719676386140025,0,0.0,0
50,28,water system,2010-01-02,25,KINGS POINT,34.5,32.2,37.9,40.13438489176157,0.0,1.4,2.9,7.8404823258759375,0,0.0,0
51,576,window guard,2010-01-02,26,LA GUARDIA AIRPORT,35.1,30.2,39.0,31.5,0.23,2.8,8.0,13.91336343034282,1,1.2,1
52,187,water system,2010-01-02,39,NYC CENTRAL PARK,35.9,33.1,39.9,32.0,0.25,2.3,6.0,11.537468434989055,1,0.0,1
49,56,water system,2010-01-02,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,35.1,30.2,41.0,31.6,0.29,2.4,8.0,13.867447058135527,1,0.0,1
98,70,window guard,2010-01-03,3,BERGEN POINT,31.6,24.1,39.6,40.13438489176157,0.0,11.7,21.0,30.005249657570296,0,0.0,0
99,147,water system,2010-01-03,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,30.5,21.0,41.0,19.7,0.01,17.4,28.0,35.0,1,0.0,1
101,1149,window guard,2010-01-03,26,LA GUARDIA AIRPORT,29.2,19.9,39.0,20.5,0.01,16.8,26.0,35.0,1,0.0,1
102,346,water system,2010-01-03,39,NYC CENTRAL PARK,28.8,19.0,39.9,18.2,0.01,9.5,15.9,27.0,0,0.0,1
100,44,water system,2010-01-03,25,KINGS POINT,31.2,22.3,38.7,40.13438489176157,0.0,11.1,20.0,28.777125334212037,0,0.0,0
151,54,water system,2010-01-04,3,BERGEN POINT,20.9,18.5,23.7,40.13438489176157,0.0,15.6,23.9,33.814758605228626,0,0.0,0
153,35,water system,2010-01-04,25,KINGS POINT,20.4,18.7,22.5,40.13438489176157,0.0,17.9,22.9,32.91952798037323,0,0.0,0
154,1189,window guard,2010-01-04,26,LA GUARDIA AIRPORT,19.7,17.1,32.0,8.2,0.0,22.5,28.0,36.9,0,0.0,1
155,351,window guard,2010-01-04,39,NYC CENTRAL PARK,18.8,17.1,21.9,5.4,0.02,12.5,18.1,29.9,0,0.0,1
152,122,window guard,2010-01-04,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,19.8,17.1,33.1,4.8,0.0,22.8,28.9,41.0,0,0.0,1
208,276,water system,2010-01-05,39,NYC CENTRAL PARK,23.0,19.0,30.0,9.1,0.0,9.7,15.9,22.9,0,0.0,0
207,826,window guard,2010-01-05,26,LA GUARDIA AIRPORT,24.2,18.0,30.9,11.6,0.0,17.5,22.9,33.0,0,0.0,0
206,36,water system,2010-01-05,25,KINGS POINT,24.4,21.4,31.1,40.13438489176157,0.0,11.6,15.9,24.081596762777114,0,0.0,0
205,93,water system,2010-01-05,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,24.1,18.0,32.0,8.3,0.0,16.6,25.1,33.0,0,0.0,0
204,76,water system,2010-01-05,3,BERGEN POINT,23.8,20.5,30.7,40.13438489176157,0.0,12.0,16.9,25.28676290003173,0,0.0,0
254,41,water system,2010-01-06,3,BERGEN POINT,25.2,21.6,30.9,40.13438489176157,0.0,9.5,13.0,20.478711490051587,0,0.0,0
255,54,water system,2010-01-06,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,25.4,19.9,32.0,10.4,0.0,13.9,18.1,24.1,0,0.0,0
258,197,water system,2010-01-06,39,NYC CENTRAL PARK,24.4,19.9,30.0,11.3,0.0,8.4,11.1,21.0,0,0.0,0
257,630,window guard,2010-01-06,26,LA GUARDIA AIRPORT,25.4,21.0,30.9,12.8,0.0,14.3,19.0,25.1,0,0.0,0
256,59,water system,2010-01-06,25,KINGS POINT,25.4,22.1,30.4,40.13438489176157,0.0,10.0,14.0,21.695356720358028,0,0.0,0
310,519,window guard,2010-01-07,26,LA GUARDIA AIRPORT,29.2,21.9,34.0,15.5,0.0,15.4,19.0,24.1,0,0.0,0
311,165,water system,2010-01-07,39,NYC CENTRAL PARK,28.4,26.1,34.0,13.8,0.0,8.4,14.0,22.9,0,0.0,1
307,62,water system,2010-01-07,3,BERGEN POINT,29.3,27.3,34.2,40.13438489176157,0.0,11.3,19.0,27.640833755268353,0,0.0,0
308,45,water system,2010-01-07,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,29.4,21.0,36.0,12.8,0.0,15.2,20.0,26.0,0,0.0,0
309,44,water system,2010-01-07,25,KINGS POINT,29.0,26.8,33.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
360,40,water system,2010-01-08,3,BERGEN POINT,33.0,30.7,38.1,40.13438489176157,0.0,10.6,19.0,27.560480103905594,0,0.0,0
361,50,water system,2010-01-08,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,32.7,27.0,39.9,19.5,0.0,14.1,22.0,27.0,0,0.0,0
362,20,water system,2010-01-08,25,KINGS POINT,32.6,29.3,37.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
363,489,window guard,2010-01-08,26,LA GUARDIA AIRPORT,32.7,27.0,37.9,21.2,0.0,14.1,20.0,26.0,0,0.0,0
364,180,window guard,2010-01-08,39,NYC CENTRAL PARK,32.1,28.4,37.0,20.6,0.0,8.6,14.0,22.9,0,0.0,0
413,28,water system,2010-01-09,3,BERGEN POINT,31.1,28.6,35.4,40.13438489176157,0.0,5.2,16.9,24.506184572507767,0,0.0,0
417,190,water system,2010-01-09,39,NYC CENTRAL PARK,31.2,26.1,34.0,22.7,0.03,5.4,15.9,26.0,0,0.0,1
416,589,water system,2010-01-09,26,LA GUARDIA AIRPORT,32.3,28.0,37.9,23.4,0.0,8.7,24.1,28.0,0,0.0,1
415,13,water system,2010-01-09,25,KINGS POINT,32.1,29.5,34.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
414,74,water system,2010-01-09,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,31.1,27.0,39.9,23.2,0.0,9.3,22.9,28.9,0,0.0,1
468,64,water system,2010-01-10,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,24.8,19.9,33.1,6.7,0.03,15.7,22.9,33.0,0,0.0,0
467,28,water system,2010-01-10,3,BERGEN POINT,25.4,21.7,30.2,40.13438489176157,0.0,12.4,16.9,25.332679272239016,0,0.0,0
469,30,water system,2010-01-10,25,KINGS POINT,25.1,21.2,30.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
471,288,water system,2010-01-10,39,NYC CENTRAL PARK,24.0,19.9,30.0,7.2,0.05,8.7,14.0,25.1,0,0.0,0
470,756,water system,2010-01-10,26,LA GUARDIA AIRPORT,25.2,21.0,34.0,9.7,0.03,13.7,18.1,27.0,0,0.0,0
524,768,window guard,2010-01-11,26,LA GUARDIA AIRPORT,21.7,15.1,30.9,2.6,0.0,10.7,14.0,18.1,0,0.0,0
525,240,water system,2010-01-11,39,NYC CENTRAL PARK,20.4,14.0,28.0,0.4,0.0,6.1,11.1,15.0,0,0.0,0
522,61,water system,2010-01-11,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,21.5,14.0,32.0,-0.9,0.0,11.2,14.0,21.8331058369799,0,0.0,0
523,36,water system,2010-01-11,25,KINGS POINT,21.8,15.8,28.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
521,62,water system,2010-01-11,3,BERGEN POINT,22.0,16.2,29.8,40.13438489176157,0.0,9.7,14.0,21.66091944120256,0,0.0,0
579,165,water system,2010-01-12,39,NYC CENTRAL PARK,25.5,21.0,30.9,8.1,0.0,6.5,8.9,15.381414661802864,0,0.0,0
578,576,window guard,2010-01-12,26,LA GUARDIA AIRPORT,26.8,15.1,32.0,8.6,0.0,8.3,12.0,17.1,0,0.0,0
576,60,water system,2010-01-12,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,26.3,14.0,32.0,7.5,0.0,9.5,12.0,19.31946172500426,0,0.0,0
575,64,water system,2010-01-12,3,BERGEN POINT,25.0,20.1,30.9,40.13438489176157,0.0,4.4,8.9,15.14035370771458,0,0.0,0
577,25,water system,2010-01-12,25,KINGS POINT,26.9,23.2,31.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
630,112,water system,2010-01-13,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,31.6,21.0,37.0,13.8,0.0,10.6,18.1,29.9,0,0.0,0
629,61,water system,2010-01-13,3,BERGEN POINT,30.8,29.3,33.6,40.13438489176157,0.0,8.1,15.9,23.679828505963307,0,0.0,0
631,41,water system,2010-01-13,25,KINGS POINT,31.2,28.6,34.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
632,598,window guard,2010-01-13,26,LA GUARDIA AIRPORT,31.5,23.0,35.1,15.4,0.0,11.6,19.0,29.9,0,0.0,0
633,143,window guard,2010-01-13,39,NYC CENTRAL PARK,30.4,28.0,35.1,14.5,0.0,7.1,12.0,22.0,0,0.0,0
687,121,water system,2010-01-14,39,NYC CENTRAL PARK,27.9,24.1,35.1,12.5,0.0,8.1,15.0,22.0,0,0.0,0
686,354,window guard,2010-01-14,26,LA GUARDIA AIRPORT,28.5,24.1,36.0,13.8,0.0,13.8,22.9,31.1,0,0.0,0
684,44,water system,2010-01-14,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,28.2,24.1,37.0,10.5,0.0,13.4,18.1,24.1,0,0.0,0
683,47,water system,2010-01-14,3,BERGEN POINT,28.5,25.0,36.0,40.13438489176157,0.0,10.5,22.0,31.026750305995744,0,0.0,0
685,30,water system,2010-01-14,25,KINGS POINT,28.0,24.4,34.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
741,86,water system,2010-01-15,39,NYC CENTRAL PARK,34.5,30.0,42.1,19.0,0.0,3.1,7.0,12.788550944450964,0,0.0,0
740,334,water system,2010-01-15,26,LA GUARDIA AIRPORT,35.4,24.3,42.1,19.5,0.0,4.6,9.9,16.322561658865553,0,0.0,0
739,22,water system,2010-01-15,25,KINGS POINT,33.7,28.0,40.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
738,39,water system,2010-01-15,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,32.3,24.1,39.0,19.8,0.0,4.9,11.1,17.748098656077808,0,0.0,0
737,41,water system,2010-01-15,3,BERGEN POINT,33.1,28.0,42.6,40.13438489176157,0.0,2.4,5.1,10.505622739498282,0,0.0,0
791,26,water system,2010-01-16,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,36.2,25.0,50.0,25.5,0.0,8.6,15.9,20.0,0,0.0,0
790,11,water system,2010-01-16,3,BERGEN POINT,37.0,30.4,49.8,40.13438489176157,0.0,4.9,13.0,19.95067320966773,0,0.0,0
792,14,water system,2010-01-16,25,KINGS POINT,38.1,34.0,46.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
793,233,water system,2010-01-16,26,LA GUARDIA AIRPORT,40.5,32.0,50.0,23.5,0.0,8.3,18.1,25.1,0,0.0,0
794,81,window guard,2010-01-16,39,NYC CENTRAL PARK,40.8,35.1,50.0,23.2,0.0,6.0,12.0,18.1,0,0.0,0
846,279,water system,2010-01-17,26,LA GUARDIA AIRPORT,42.6,36.0,50.0,27.4,0.0,8.9,13.0,19.0,0,0.0,0
845,14,water system,2010-01-17,25,KINGS POINT,40.8,37.9,46.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
847,122,traffic,2010-01-17,39,NYC CENTRAL PARK,42.5,37.9,48.9,27.4,0.0,6.5,8.9,18.1,0,0.0,0
843,12,water system,2010-01-17,3,BERGEN POINT,42.7,39.2,48.9,40.13438489176157,0.0,6.7,11.1,17.954722331010625,0,0.0,0
844,34,water system,2010-01-17,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,42.7,27.1,50.0,26.7,0.0,10.4,14.0,20.0,0,0.0,0
901,78,water system,2010-01-18,39,NYC CENTRAL PARK,39.6,35.1,48.0,31.3,0.0,3.7,12.0,15.0,1,0.0,0
897,23,water system,2010-01-18,3,BERGEN POINT,38.5,34.5,45.9,40.13438489176157,0.0,4.6,13.0,19.91623593051226,0,0.0,0
898,35,water system,2010-01-18,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,37.3,30.9,48.9,30.9,0.0,7.3,17.1,22.0,1,0.0,0
899,13,water system,2010-01-18,25,KINGS POINT,38.4,33.4,46.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
900,307,window guard,2010-01-18,26,LA GUARDIA AIRPORT,38.8,35.1,50.0,31.0,0.0,7.7,15.9,23.633912133756017,1,0.0,1
953,27,water system,2010-01-19,25,KINGS POINT,40.0,36.9,45.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
952,47,water system,2010-01-19,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,41.4,31.1,50.0,35.0,0.66,16.1,24.1,31.1,1,0.0,0
951,50,water system,2010-01-19,3,BERGEN POINT,42.2,37.9,50.0,40.13438489176157,0.0,13.0,19.0,27.835978337149342,0,0.0,0
954,280,water system,2010-01-19,26,LA GUARDIA AIRPORT,39.9,35.1,48.0,34.3,0.43,15.1,26.0,36.9,1,0.0,0
955,62,water system,2010-01-19,39,NYC CENTRAL PARK,41.5,37.0,50.0,35.1,0.62,1.8,11.1,17.3922467714713,1,0.0,0
1006,40,water system,2010-01-20,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,40.7,33.1,50.0,34.6,0.02,3.3,8.0,13.970758895601936,0,0.0,0
1007,59,water system,2010-01-20,25,KINGS POINT,41.3,37.2,45.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1008,307,window guard,2010-01-20,26,LA GUARDIA AIRPORT,43.6,36.0,48.0,34.8,0.04,4.4,15.0,18.1,0,0.0,0
1009,93,water system,2010-01-20,39,NYC CENTRAL PARK,44.6,41.0,48.0,34.8,0.05,3.1,6.0,11.629301179403635,0,0.0,0
1005,63,water system,2010-01-20,3,BERGEN POINT,41.6,35.4,46.9,40.13438489176157,0.0,2.3,7.0,12.696718200036381,0,0.0,0
1059,53,water system,2010-01-21,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,39.0,33.1,46.0,25.7,0.0,9.8,15.9,21.0,0,0.0,0
1060,50,water system,2010-01-21,25,KINGS POINT,38.7,35.1,44.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1061,347,water system,2010-01-21,26,LA GUARDIA AIRPORT,39.3,36.0,48.0,27.4,0.0,9.7,15.0,18.1,0,0.0,0
1062,77,water system,2010-01-21,39,NYC CENTRAL PARK,38.3,35.1,45.0,26.2,0.0,6.0,9.9,15.9,0,0.0,0
1058,77,water system,2010-01-21,3,BERGEN POINT,38.4,34.2,44.1,40.13438489176157,0.0,7.1,14.0,21.36246302185516,0,0.0,0
1115,99,water system,2010-01-22,39,NYC CENTRAL PARK,35.6,30.9,41.0,21.5,0.0,2.8,6.0,11.594863900248168,0,0.0,0
1114,298,water system,2010-01-22,26,LA GUARDIA AIRPORT,36.8,32.0,42.1,21.8,0.0,4.9,9.9,16.356998938021018,0,0.0,0
1113,47,water system,2010-01-22,25,KINGS POINT,35.4,30.6,41.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1111,50,water system,2010-01-22,3,BERGEN POINT,35.5,30.6,41.5,40.13438489176157,0.0,4.4,8.0,14.097028919171988,0,0.0,0
1112,47,water system,2010-01-22,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,35.0,28.9,44.1,21.5,0.0,6.1,11.1,17.885847772699687,0,0.0,0
1166,13,water system,2010-01-23,25,KINGS POINT,36.3,33.1,43.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1167,311,water system,2010-01-23,26,LA GUARDIA AIRPORT,37.2,33.1,44.1,22.0,0.0,6.2,11.1,17.897326865751513,0,0.0,0
1165,29,water system,2010-01-23,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,36.3,28.9,45.0,20.0,0.0,7.2,14.0,19.0,0,0.0,0
1164,16,water system,2010-01-23,3,BERGEN POINT,36.1,32.7,42.3,40.13438489176157,0.0,6.3,11.1,17.908805958803338,0,0.0,0
1168,111,water system,2010-01-23,39,NYC CENTRAL PARK,37.8,34.0,44.1,19.6,0.0,4.8,9.9,16.345519844969196,0,0.0,0
1218,47,water system,2010-01-24,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,33.5,26.1,45.0,17.9,0.0,7.1,11.1,18.1,0,0.0,0
1219,16,water system,2010-01-24,25,KINGS POINT,33.9,28.2,40.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1220,278,window guard,2010-01-24,26,LA GUARDIA AIRPORT,34.9,28.9,44.1,17.7,0.0,6.6,9.9,16.55214351990201,0,0.0,0
1221,88,water system,2010-01-24,39,NYC CENTRAL PARK,34.0,28.0,39.9,18.5,0.0,3.5,7.0,12.834467316658255,0,0.0,0
1217,13,water system,2010-01-24,3,BERGEN POINT,33.7,27.5,39.9,40.13438489176157,0.0,7.8,12.0,19.124317143123267,0,0.0,0
1273,307,window guard,2010-01-25,26,LA GUARDIA AIRPORT,35.6,29.1,39.9,28.1,0.0,5.5,12.0,18.860298002931344,1,0.0,0
1272,107,window guard,2010-01-25,25,KINGS POINT,35.0,32.0,39.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1274,81,water system,2010-01-25,39,NYC CENTRAL PARK,37.1,32.0,43.0,29.2,0.0,2.5,8.0,13.87892615118735,1,0.0,0
1270,59,water system,2010-01-25,3,BERGEN POINT,34.8,29.1,44.4,40.13438489176157,0.0,2.5,6.0,11.560426621092699,0,0.0,0
1271,72,water system,2010-01-25,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,34.9,27.0,48.0,28.8,0.0,4.9,13.0,15.9,1,0.0,0
1327,102,water system,2010-01-26,39,NYC CENTRAL PARK,51.7,42.8,57.2,49.3,0.05,2.1,13.0,20.0,1,0.0,0
1325,28,water system,2010-01-26,25,KINGS POINT,51.2,39.2,55.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1324,48,water system,2010-01-26,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,49.4,44.6,53.6,46.9,0.01,19.7,35.9,45.1,1,0.0,0
1323,51,water system,2010-01-26,3,BERGEN POINT,53.0,45.3,59.4,40.13438489176157,0.0,9.0,19.0,27.376814615076427,0,0.0,0
1326,310,window guard,2010-01-26,26,LA GUARDIA AIRPORT,50.0,33.1,55.9,48.3,0.05,16.6,32.1,48.0,1,0.0,0
1378,33,water system,2010-01-27,25,KINGS POINT,43.7,39.2,50.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1379,386,window guard,2010-01-27,26,LA GUARDIA AIRPORT,43.3,39.0,55.9,28.9,1.19,12.7,18.1,26.0,1,0.0,0
1376,54,water system,2010-01-27,3,BERGEN POINT,44.1,38.8,53.2,40.13438489176157,0.0,8.0,16.9,24.82759917795881,0,0.0,0
1377,63,window guard,2010-01-27,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,42.8,37.9,53.1,30.3,0.85,13.4,22.9,29.9,1,0.0,0
1380,130,water system,2010-01-27,39,NYC CENTRAL PARK,43.6,39.0,54.0,28.3,1.22,7.2,12.0,20.0,1,0.0,0
1430,62,water system,2010-01-28,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,35.5,30.0,46.0,18.7,0.01,11.5,17.1,22.0,0,0.0,0
1432,513,window guard,2010-01-28,26,LA GUARDIA AIRPORT,35.8,32.0,46.0,18.2,0.0,11.2,15.9,22.0,0,0.0,0
1431,45,water system,2010-01-28,25,KINGS POINT,36.3,33.1,41.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1429,64,water system,2010-01-28,3,BERGEN POINT,34.8,30.2,38.3,40.13438489176157,0.0,7.3,12.0,19.066921677864162,0,0.0,0
1433,169,window guard,2010-01-28,39,NYC CENTRAL PARK,34.9,30.9,39.9,18.4,0.0,6.7,9.9,17.1,0,0.0,0
1486,350,water system,2010-01-29,39,NYC CENTRAL PARK,34.8,30.2,41.0,21.8,0.0,5.4,15.9,26.0,0,0.0,1
1484,40,water system,2010-01-29,25,KINGS POINT,35.9,31.8,41.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1483,122,water system,2010-01-29,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,34.3,27.0,43.0,23.1,0.0,9.5,21.0,34.0,0,0.0,1
1485,1008,water system,2010-01-29,26,LA GUARDIA AIRPORT,36.3,32.0,43.0,21.0,0.0,10.2,27.0,35.9,0,0.0,1
1482,65,water system,2010-01-29,3,BERGEN POINT,34.0,30.0,41.2,40.13438489176157,0.0,4.6,15.9,23.278060249149505,0,0.0,0
1535,33,water system,2010-01-30,3,BERGEN POINT,22.1,17.6,34.2,40.13438489176157,0.0,15.6,25.1,35.20585832328542,0,0.0,0
1536,152,water system,2010-01-30,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,21.4,16.0,43.0,-2.5,0.08,19.1,29.9,38.1,0,0.0,0
1539,425,traffic,2010-01-30,39,NYC CENTRAL PARK,20.0,16.0,32.0,-1.6,0.09,11.5,22.0,34.0,0,0.0,0
1538,1239,water system,2010-01-30,26,LA GUARDIA AIRPORT,21.8,17.1,43.0,2.5,0.08,19.9,27.0,39.0,0,0.0,0
1537,52,water system,2010-01-30,25,KINGS POINT,21.9,17.4,33.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1592,801,water system,2010-01-31,26,LA GUARDIA AIRPORT,17.8,14.0,25.0,0.9,0.0,12.1,18.1,28.0,0,0.0,0
1591,27,water system,2010-01-31,25,KINGS POINT,17.4,14.0,22.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1590,66,water system,2010-01-31,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,17.5,14.0,25.0,-2.9,0.0,13.7,24.1,29.9,0,0.0,0
1589,20,water system,2010-01-31,3,BERGEN POINT,18.2,14.7,23.5,40.13438489176157,0.0,11.0,16.9,25.171971969513503,0,0.0,0
1593,302,other water,2010-01-31,39,NYC CENTRAL PARK,16.8,12.9,21.0,-2.1,0.0,7.6,12.0,22.0,0,0.0,0
1644,59,water system,2010-02-01,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,21.2,14.0,30.0,0.1,0.0,11.3,15.9,20.0,0,0.0,0
1645,52,water system,2010-02-01,25,KINGS POINT,21.1,15.3,30.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1646,621,window guard,2010-02-01,26,LA GUARDIA AIRPORT,21.4,15.1,30.9,1.7,0.0,10.1,13.0,19.0,0,0.0,0
1643,48,water system,2010-02-01,3,BERGEN POINT,21.1,15.6,30.6,40.13438489176157,0.0,9.4,16.9,24.98830648068433,0,0.0,0
1647,248,water system,2010-02-01,39,NYC CENTRAL PARK,20.5,14.0,30.0,0.6,0.0,6.1,9.9,17.1,0,0.0,0
1697,56,water system,2010-02-02,3,BERGEN POINT,28.4,23.9,35.1,40.13438489176157,0.0,6.0,9.9,16.483268961591072,0,0.0,0
1699,95,water system,2010-02-02,25,KINGS POINT,30.1,27.5,35.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1700,501,window guard,2010-02-02,26,LA GUARDIA AIRPORT,30.4,15.1,36.0,6.4,0.0,12.3,15.9,21.0,0,0.0,0
1701,155,water system,2010-02-02,39,NYC CENTRAL PARK,28.9,25.0,35.1,7.3,0.0,6.9,14.0,17.1,0,0.0,0
1698,63,water system,2010-02-02,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,29.4,15.1,37.0,7.8,0.0,12.8,17.1,22.0,0,0.0,0
1755,90,water system,2010-02-03,39,NYC CENTRAL PARK,30.8,27.0,33.1,12.3,0.0,4.3,8.0,18.1,0,0.0,0
1754,361,window guard,2010-02-03,26,LA GUARDIA AIRPORT,32.0,27.1,36.0,12.0,0.0,7.3,11.1,18.1,0,0.0,0
1753,70,water system,2010-02-03,25,KINGS POINT,31.3,28.4,34.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1752,43,water system,2010-02-03,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,30.4,25.0,37.0,12.6,0.0,6.5,13.0,20.134338698496894,0,0.0,0
1751,48,water system,2010-02-03,3,BERGEN POINT,30.5,28.2,33.1,40.13438489176157,0.0,4.3,6.0,11.767050296025513,0,0.0,0
1810,121,window guard,2010-02-04,39,NYC CENTRAL PARK,31.8,28.4,37.9,25.6,0.09,3.7,9.9,17.1,0,0.0,1
1809,410,water system,2010-02-04,26,LA GUARDIA AIRPORT,32.0,28.0,37.9,25.0,0.04,7.3,18.1,22.0,0,1.2,1
1807,88,water system,2010-02-04,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,31.9,25.0,39.9,23.8,0.01,6.4,17.1,24.1,0,1.2,1
1806,43,water system,2010-02-04,3,BERGEN POINT,32.2,28.9,38.3,40.13438489176157,0.0,5.3,14.0,21.155839346922342,0,0.0,0
1808,35,water system,2010-02-04,25,KINGS POINT,31.0,27.9,36.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1865,103,water system,2010-02-05,39,NYC CENTRAL PARK,32.1,28.0,37.0,11.8,0.06,8.1,14.0,21.0,0,1.2,0
1864,380,water system,2010-02-05,26,LA GUARDIA AIRPORT,33.3,28.9,37.9,14.3,0.08,13.5,19.0,26.0,0,1.2,0
1863,41,water system,2010-02-05,25,KINGS POINT,32.9,29.1,36.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1862,59,water system,2010-02-05,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,33.3,28.2,39.9,10.8,0.03,13.9,20.0,28.0,0,1.2,0
1861,73,water system,2010-02-05,3,BERGEN POINT,33.1,29.1,37.6,40.13438489176157,0.0,9.1,20.0,28.547543473175573,0,0.0,0
1916,19,water system,2010-02-06,3,BERGEN POINT,33.3,30.4,36.1,40.13438489176157,0.0,4.1,8.0,14.06259164001652,0,0.0,0
1920,118,water system,2010-02-06,39,NYC CENTRAL PARK,32.8,28.9,36.0,13.1,0.0,3.4,7.0,14.0,0,0.0,0
1919,475,water system,2010-02-06,26,LA GUARDIA AIRPORT,33.8,30.2,37.9,14.2,0.0,6.3,9.9,16.517706240746538,0,0.0,0
1918,33,water system,2010-02-06,25,KINGS POINT,33.0,30.6,35.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
1917,62,water system,2010-02-06,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,33.2,28.9,37.9,12.0,0.0,6.9,12.0,19.021005305656864,0,0.0,0
1972,57,water system,2010-02-07,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,28.9,24.1,37.0,15.7,0.0,15.3,24.1,33.0,0,1.2,1
1971,33,water system,2010-02-07,3,BERGEN POINT,29.2,24.1,35.1,40.13438489176157,0.0,12.2,21.0,30.06264512282941,0,0.0,0
1975,149,water system,2010-02-07,39,NYC CENTRAL PARK,28.7,24.1,35.1,12.9,0.0,12.1,20.0,27.0,0,0.0,1
1974,497,window guard,2010-02-07,26,LA GUARDIA AIRPORT,30.1,25.0,37.0,15.0,0.0,15.2,27.0,34.0,0,0.0,1
1973,20,water system,2010-02-07,25,KINGS POINT,29.3,25.0,34.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
