,Unique Key,Complaint,timestamp_x,stations,StationName,MeanTemp,MinTemp,MaxTemp,DewPoint,Percipitation,WindSpeed,MaxSustainedWind,Gust,Rain,SnowDepth,SnowIce
11603,31,water system,2012-08-07,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,80.0,73.0,90.0,67.5,0.41,10.8,23.9,33.0,1,0.0,0
11606,11,water system,2012-08-07,55,THE BATTERY,79.5,74.8,86.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
11602,2,water system,2012-08-07,8,CENTRAL PARK,77.5,73.0,84.9,67.0,0.23,4.8,8.9,19.0,1,0.0,0
11601,35,water system,2012-08-07,3,BERGEN POINT,78.4,74.1,85.5,40.13438489176157,0.0,6.6,15.0,22.46431732164337,0,0.0,0
11656,4,traffic,2012-08-08,8,CENTRAL PARK,75.2,68.0,82.0,58.1,0.01,1.2,5.1,10.367873622876411,0,0.0,0
11657,28,window guard,2012-08-08,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.7,68.0,90.0,58.6,0.23,5.7,11.1,17.839931400492393,0,0.0,0
11658,34,water system,2012-08-08,25,KINGS POINT,75.3,68.9,80.6,40.13438489176157,0.0,4.2,9.9,16.276645286658262,0,0.0,0
11655,24,water system,2012-08-08,3,BERGEN POINT,76.9,71.2,81.9,40.13438489176157,0.0,5.0,8.9,15.20922826602552,0,0.0,0
11659,144,water system,2012-08-08,26,LA GUARDIA AIRPORT,77.3,71.1,88.0,58.9,0.01,6.3,11.1,14.0,0,0.0,0
11660,45,water system,2012-08-08,55,THE BATTERY,76.9,72.5,82.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
11714,11,water system,2012-08-09,55,THE BATTERY,77.9,74.5,83.1,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
11713,121,water system,2012-08-09,26,LA GUARDIA AIRPORT,79.8,71.1,87.1,68.0,0.0,5.1,9.9,15.0,0,0.0,0
11712,18,water system,2012-08-09,25,KINGS POINT,77.5,72.7,83.3,40.13438489176157,0.0,4.4,8.0,14.097028919171988,0,0.0,0
11711,48,water system,2012-08-09,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.8,68.0,86.0,68.9,0.0,4.2,9.9,16.276645286658262,0,0.0,0
11709,23,water system,2012-08-09,3,BERGEN POINT,78.1,72.5,84.9,40.13438489176157,0.0,3.8,8.0,14.028154360861052,0,0.0,0
11710,3,other,2012-08-09,8,CENTRAL PARK,77.8,73.0,84.0,67.1,0.0,1.1,5.1,10.356394529824584,0,0.0,0
11763,30,water system,2012-08-10,3,BERGEN POINT,79.3,73.4,86.4,40.13438489176157,0.0,3.9,9.9,16.24220800750279,0,0.0,0
11767,114,water system,2012-08-10,26,LA GUARDIA AIRPORT,81.2,75.0,89.1,71.1,0.0,7.2,13.0,20.0,0,0.0,0
11766,36,water system,2012-08-10,25,KINGS POINT,79.0,74.1,84.0,40.13438489176157,0.0,6.2,12.0,18.9406516542941,0,0.0,0
11768,11,water system,2012-08-10,55,THE BATTERY,79.3,74.5,85.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
11764,4,Taxi,2012-08-10,8,CENTRAL PARK,78.9,73.0,86.0,69.9,0.0,2.0,7.0,15.0,0,0.0,0
11765,113,water system,2012-08-10,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,78.6,71.1,86.0,72.1,0.0,8.0,15.0,22.62502462436889,0,0.0,0
11820,25,water system,2012-08-11,25,KINGS POINT,77.7,70.7,79.9,40.13438489176157,0.0,8.2,13.0,20.32948328037789,0,0.0,0
11818,2,water system,2012-08-11,8,CENTRAL PARK,77.2,70.0,79.0,71.9,0.0,3.4,8.0,15.0,1,0.0,0
11822,3,water system,2012-08-11,55,THE BATTERY,78.0,72.7,79.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
11819,80,water system,2012-08-11,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.8,70.0,86.0,73.3,0.0,9.0,13.0,20.421316024792468,1,0.0,0
11821,201,water system,2012-08-11,26,LA GUARDIA AIRPORT,79.2,72.0,89.1,72.9,0.0,8.3,13.0,20.0,1,0.0,0
11817,22,water system,2012-08-11,3,BERGEN POINT,77.7,72.0,81.0,40.13438489176157,0.0,3.8,8.9,15.071479149403643,0,0.0,0
11874,28,water system,2012-08-12,25,KINGS POINT,78.5,75.6,83.1,40.13438489176157,0.0,7.6,16.9,24.78168280575152,0,0.0,0
11873,110,water system,2012-08-12,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,78.5,72.0,84.9,73.4,2.12,9.1,21.0,25.1,0,0.0,0
11872,1,Taxi,2012-08-12,8,CENTRAL PARK,79.2,75.0,84.9,71.3,0.24,3.6,7.0,12.845946409710074,0,0.0,0
11871,26,water system,2012-08-12,3,BERGEN POINT,80.0,75.4,88.5,40.13438489176157,0.0,4.3,11.1,17.67922409776687,0,0.0,0
11876,5,water system,2012-08-12,55,THE BATTERY,79.4,75.9,84.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
11875,252,water system,2012-08-12,26,LA GUARDIA AIRPORT,80.8,72.0,88.0,72.3,0.31,8.0,14.0,21.0,0,0.0,0
11929,202,water system,2012-08-13,26,LA GUARDIA AIRPORT,81.0,75.0,88.0,64.7,0.0,7.8,13.0,20.0,0,0.0,0
11928,19,water system,2012-08-13,25,KINGS POINT,78.7,75.2,83.3,40.13438489176157,0.0,6.5,13.0,20.134338698496894,0,0.0,0
11927,26,water system,2012-08-13,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,78.8,73.4,84.9,67.2,0.0,9.1,14.0,19.0,0,0.0,0
11925,25,water system,2012-08-13,3,BERGEN POINT,79.2,74.1,84.9,40.13438489176157,0.0,4.6,8.9,15.163311893818225,0,0.0,0
11926,5,Taxi,2012-08-13,8,CENTRAL PARK,78.5,73.0,84.9,63.8,0.0,4.4,9.9,17.1,0,0.0,0
11930,11,water system,2012-08-13,55,THE BATTERY,78.4,74.7,82.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
11983,199,water system,2012-08-14,26,LA GUARDIA AIRPORT,79.1,72.0,88.0,59.5,0.0,8.2,11.1,19.0,0,0.0,0
11980,4,water system,2012-08-14,8,CENTRAL PARK,76.6,69.1,84.0,58.1,0.0,3.7,6.0,11.698175737714575,0,0.0,0
11984,6,water system,2012-08-14,55,THE BATTERY,77.7,71.2,83.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
11981,32,water system,2012-08-14,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,78.6,71.1,87.1,59.1,0.0,9.0,15.0,17.1,0,0.0,0
11982,30,water system,2012-08-14,25,KINGS POINT,77.8,72.3,83.1,40.13438489176157,0.0,6.8,9.9,16.575101706005658,0,0.0,0
11979,25,water system,2012-08-14,3,BERGEN POINT,77.7,69.8,85.6,40.13438489176157,0.0,5.4,11.1,17.805494121336924,0,0.0,0
12036,22,water system,2012-08-15,25,KINGS POINT,76.4,72.9,80.8,40.13438489176157,0.0,4.0,12.0,18.688111607154,0,0.0,0
12035,64,water system,2012-08-15,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,76.8,70.0,87.1,64.4,0.0,5.8,11.1,17.85141049354422,1,0.0,0
12037,209,water system,2012-08-15,26,LA GUARDIA AIRPORT,78.9,72.0,87.1,63.0,0.0,6.2,12.0,15.9,1,0.0,0
12038,6,water system,2012-08-15,55,THE BATTERY,76.8,73.4,81.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12034,4,water system,2012-08-15,8,CENTRAL PARK,76.0,72.0,78.1,62.6,0.0,2.0,7.0,12.662280920880908,0,0.0,0
12033,31,water system,2012-08-15,3,BERGEN POINT,76.0,70.9,82.8,40.13438489176157,0.0,3.0,6.0,11.617822086351815,0,0.0,0
12088,4,animal,2012-08-16,8,CENTRAL PARK,74.8,68.0,81.0,69.1,0.01,2.7,8.0,13.901884337290998,1,0.0,0
12092,9,water system,2012-08-16,55,THE BATTERY,76.2,70.0,81.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12087,42,water system,2012-08-16,3,BERGEN POINT,76.0,70.3,82.2,40.13438489176157,0.0,4.2,12.0,18.711069793257643,0,0.0,0
12089,54,water system,2012-08-16,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,76.7,69.1,82.9,70.8,0.0,5.0,18.1,22.0,1,0.0,0
12090,30,water system,2012-08-16,25,KINGS POINT,75.1,71.4,77.5,40.13438489176157,0.0,3.3,9.9,16.173333449191855,0,0.0,0
12091,185,water system,2012-08-16,26,LA GUARDIA AIRPORT,76.2,70.0,82.0,69.8,0.05,6.8,21.0,27.0,1,0.0,0
12142,5,water system,2012-08-17,8,CENTRAL PARK,73.5,66.2,84.0,62.3,0.57,2.8,9.9,15.0,0,0.0,0
12145,130,water system,2012-08-17,26,LA GUARDIA AIRPORT,75.6,70.0,86.0,64.0,0.62,5.9,11.1,15.9,1,0.0,0
12144,23,water system,2012-08-17,25,KINGS POINT,74.5,69.6,82.2,40.13438489176157,0.0,4.6,9.9,16.322561658865553,0,0.0,0
12146,14,other water,2012-08-17,55,THE BATTERY,75.0,70.0,83.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12141,21,water system,2012-08-17,3,BERGEN POINT,74.2,67.6,84.4,40.13438489176157,0.0,4.7,8.9,15.17479098687005,0,0.0,0
12143,38,water system,2012-08-17,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.9,69.1,88.0,63.3,0.44,6.8,15.0,17.1,0,0.0,0
12200,4,water system,2012-08-18,55,THE BATTERY,78.4,71.6,86.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12196,2,water system,2012-08-18,8,CENTRAL PARK,77.9,71.1,87.1,60.7,0.0,3.3,7.0,17.1,1,0.0,0
12198,29,water system,2012-08-18,25,KINGS POINT,78.1,71.1,84.0,40.13438489176157,0.0,5.6,12.0,18.871777095983163,0,0.0,0
12197,112,water system,2012-08-18,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.6,69.1,88.0,64.1,0.0,8.6,18.1,21.0,0,0.0,0
12195,34,water system,2012-08-18,3,BERGEN POINT,78.4,68.4,88.7,40.13438489176157,0.0,3.5,8.0,13.99371708170558,0,0.0,0
12199,250,water system,2012-08-18,26,LA GUARDIA AIRPORT,81.3,70.0,91.9,61.2,0.0,7.0,15.0,21.0,1,0.0,0
12253,10,water system,2012-08-19,55,THE BATTERY,72.8,66.7,82.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12251,41,water system,2012-08-19,25,KINGS POINT,71.6,65.5,80.1,40.13438489176157,0.0,4.3,9.9,16.288124379710084,0,0.0,0
12250,136,water system,2012-08-19,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,72.6,64.0,84.9,63.4,0.33,7.6,15.9,19.0,1,0.0,0
12249,2,water system,2012-08-19,8,CENTRAL PARK,70.3,62.6,78.1,61.1,0.32,3.3,7.0,12.811509130554606,1,0.0,0
12248,25,water system,2012-08-19,3,BERGEN POINT,72.4,65.5,85.1,40.13438489176157,0.0,6.5,11.1,17.931764144906982,0,0.0,0
12252,285,water system,2012-08-19,26,LA GUARDIA AIRPORT,72.7,64.9,91.9,62.4,0.25,6.7,15.0,19.0,1,0.0,0
12301,26,water system,2012-08-20,3,BERGEN POINT,71.3,65.7,77.0,40.13438489176157,0.0,5.4,13.0,20.00806867492685,0,0.0,0
12306,10,water system,2012-08-20,55,THE BATTERY,71.6,66.7,77.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12305,164,water system,2012-08-20,26,LA GUARDIA AIRPORT,71.9,66.0,81.0,52.8,0.13,4.3,9.9,16.288124379710084,0,0.0,0
12304,20,water system,2012-08-20,25,KINGS POINT,70.5,65.3,76.6,40.13438489176157,0.0,3.3,7.0,12.811509130554606,0,0.0,0
12303,37,water system,2012-08-20,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,70.4,63.0,81.0,54.3,0.04,5.3,9.9,16.402915310228313,1,0.0,0
12302,3,sanitary,2012-08-20,8,CENTRAL PARK,68.7,63.0,73.0,53.4,0.15,1.1,6.0,11.39971931836718,0,0.0,0
12359,10,water system,2012-08-21,55,THE BATTERY,72.6,69.4,77.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12358,210,water system,2012-08-21,26,LA GUARDIA AIRPORT,73.6,66.0,80.1,57.3,0.0,4.6,8.9,15.163311893818225,0,0.0,0
12356,40,water system,2012-08-21,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,71.8,63.0,77.0,57.5,0.0,5.7,8.9,15.28958191738828,1,0.0,0
12355,15,water system,2012-08-21,8,CENTRAL PARK,71.4,64.9,77.0,56.7,0.0,0.8,4.1,9.162707485621793,0,0.0,0
12357,16,water system,2012-08-21,25,KINGS POINT,71.7,66.7,77.0,40.13438489176157,0.0,2.7,8.0,13.901884337290998,0,0.0,0
12354,26,water system,2012-08-21,3,BERGEN POINT,72.8,67.8,78.1,40.13438489176157,0.0,2.8,7.0,12.754113665295494,0,0.0,0
12410,29,water system,2012-08-22,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.6,66.0,81.0,59.7,0.0,5.4,8.9,15.25514463823281,0,0.0,0
12408,20,water system,2012-08-22,3,BERGEN POINT,73.5,68.4,80.2,40.13438489176157,0.0,4.9,8.0,14.154424384431104,0,0.0,0
12411,36,water system,2012-08-22,25,KINGS POINT,73.8,68.5,80.2,40.13438489176157,0.0,4.0,8.0,14.051112546964696,0,0.0,0
12413,8,water system,2012-08-22,55,THE BATTERY,73.5,68.2,79.7,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12412,134,water system,2012-08-22,26,LA GUARDIA AIRPORT,74.9,68.0,82.9,58.9,0.0,5.3,8.9,18.1,0,0.0,0
12409,7,traffic,2012-08-22,8,CENTRAL PARK,72.8,66.0,81.0,57.3,0.0,2.5,5.1,10.517101832550107,0,0.0,0
12464,33,water system,2012-08-23,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.7,66.9,82.0,62.6,0.0,5.7,11.1,17.839931400492393,0,0.0,0
12463,6,Taxi,2012-08-23,8,CENTRAL PARK,73.8,68.0,82.0,60.3,0.0,1.7,5.1,10.425269088135524,0,0.0,0
12465,15,water system,2012-08-23,25,KINGS POINT,74.5,69.3,79.7,40.13438489176157,0.0,3.9,11.1,17.633307725559582,0,0.0,0
12466,154,water system,2012-08-23,26,LA GUARDIA AIRPORT,76.6,69.1,82.9,61.1,0.0,5.5,15.0,18.1,0,0.0,0
12467,6,water system,2012-08-23,55,THE BATTERY,74.8,70.9,79.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12462,27,water system,2012-08-23,3,BERGEN POINT,74.4,67.5,81.7,40.13438489176157,0.0,3.2,8.0,13.959279802550114,0,0.0,0
12517,4,Taxi,2012-08-24,8,CENTRAL PARK,75.2,69.1,84.9,61.6,0.0,2.2,5.1,10.482664553394637,0,0.0,0
12519,16,water system,2012-08-24,25,KINGS POINT,75.3,69.6,82.8,40.13438489176157,0.0,3.5,8.9,15.037041870248174,0,0.0,0
12521,12,water system,2012-08-24,55,THE BATTERY,75.2,71.1,82.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12518,32,water system,2012-08-24,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.6,66.9,82.0,65.3,0.0,6.6,13.0,20.145817791548726,0,0.0,0
12520,167,water system,2012-08-24,26,LA GUARDIA AIRPORT,77.5,72.0,84.9,63.2,0.0,4.9,9.9,14.0,0,0.0,0
12516,18,water system,2012-08-24,3,BERGEN POINT,75.1,67.5,83.1,40.13438489176157,0.0,3.3,8.0,13.970758895601936,0,0.0,0
12575,13,vent,2012-08-25,55,THE BATTERY,77.1,72.0,84.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12574,310,water system,2012-08-25,26,LA GUARDIA AIRPORT,78.7,72.0,87.1,62.4,0.0,5.4,9.9,16.414394403280134,0,0.0,0
12570,38,water system,2012-08-25,3,BERGEN POINT,76.8,69.3,85.1,40.13438489176157,0.0,4.0,8.0,14.051112546964696,0,0.0,0
12571,3,vent,2012-08-25,8,CENTRAL PARK,77.3,69.1,87.1,60.9,0.0,2.0,5.1,10.459706367290993,0,0.0,0
12572,112,water system,2012-08-25,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,76.0,68.0,84.9,65.9,0.0,5.6,9.9,16.437352589383778,0,0.0,0
12573,27,water system,2012-08-25,25,KINGS POINT,76.3,70.7,84.6,40.13438489176157,0.0,4.2,8.9,15.117395521610934,0,0.0,0
12624,28,water system,2012-08-26,3,BERGEN POINT,76.8,72.5,82.4,40.13438489176157,0.0,4.0,8.9,15.094437335507289,0,0.0,0
12626,143,water system,2012-08-26,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,76.2,68.0,84.9,66.7,0.0,6.2,15.0,17.1,0,0.0,0
12627,25,water system,2012-08-26,25,KINGS POINT,76.3,71.6,80.4,40.13438489176157,0.0,3.7,9.9,16.219249821399146,0,0.0,0
12628,245,water system,2012-08-26,26,LA GUARDIA AIRPORT,77.5,73.0,87.1,67.3,0.0,6.9,14.0,21.339504835751512,0,0.0,0
12625,2,water system,2012-08-26,8,CENTRAL PARK,77.0,72.0,86.0,64.5,0.0,2.4,6.0,11.548947528040873,0,0.0,0
12629,4,water system,2012-08-26,55,THE BATTERY,77.6,73.8,82.6,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12680,46,water system,2012-08-27,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.4,66.9,84.0,63.0,0.0,7.6,11.1,17.1,0,0.0,0
12681,19,window guard,2012-08-27,25,KINGS POINT,72.7,67.6,79.3,40.13438489176157,0.0,3.7,9.9,16.219249821399146,0,0.0,0
12682,141,water system,2012-08-27,26,LA GUARDIA AIRPORT,74.5,70.0,84.0,63.9,0.0,8.4,11.1,20.0,0,0.0,0
12683,9,water system,2012-08-27,55,THE BATTERY,74.6,70.3,79.5,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12678,34,water system,2012-08-27,3,BERGEN POINT,74.4,70.9,78.8,40.13438489176157,0.0,5.8,9.9,16.46031077548743,0,0.0,0
12679,3,traffic,2012-08-27,8,CENTRAL PARK,73.9,68.0,84.0,62.4,0.0,4.6,8.9,15.0,0,0.0,0
12732,33,water system,2012-08-28,3,BERGEN POINT,75.1,70.2,80.2,40.13438489176157,0.0,3.7,8.9,15.060000056351821,0,0.0,0
12733,2,water system,2012-08-28,8,CENTRAL PARK,73.9,70.0,81.0,67.4,0.0,2.6,8.9,18.1,1,0.0,0
12734,38,water system,2012-08-28,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.6,69.8,82.4,68.0,0.0,6.3,13.0,18.1,1,0.0,0
12735,28,water system,2012-08-28,25,KINGS POINT,73.4,69.8,78.6,40.13438489176157,0.0,4.6,12.0,18.756986165464934,0,0.0,0
12736,125,water system,2012-08-28,26,LA GUARDIA AIRPORT,75.8,70.0,82.9,67.6,0.0,7.6,22.9,33.0,1,0.0,0
12737,10,water system,2012-08-28,55,THE BATTERY,75.0,70.5,79.0,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12788,33,water system,2012-08-29,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,79.4,70.0,89.1,68.2,0.62,11.7,15.9,21.0,1,0.0,0
12789,23,water system,2012-08-29,25,KINGS POINT,78.5,75.4,83.3,40.13438489176157,0.0,9.7,13.0,20.501669676155235,0,0.0,0
12790,162,water system,2012-08-29,26,LA GUARDIA AIRPORT,79.9,72.0,87.1,68.6,0.9,10.3,15.9,22.9,1,0.0,0
12791,12,water system,2012-08-29,55,THE BATTERY,78.6,75.0,85.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12787,3,Taxi,2012-08-29,8,CENTRAL PARK,78.2,73.0,87.1,66.9,0.75,5.3,8.9,20.0,1,0.0,0
12786,26,water system,2012-08-29,3,BERGEN POINT,78.5,74.7,84.9,40.13438489176157,0.0,6.5,15.0,22.452838228591553,0,0.0,0
12842,37,water system,2012-08-30,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,74.7,66.9,89.1,53.8,0.1,8.4,12.0,19.0,0,0.0,0
12840,42,water system,2012-08-30,3,BERGEN POINT,74.5,68.2,81.9,40.13438489176157,0.0,7.7,12.0,19.11283805007145,0,0.0,0
12841,5,water system,2012-08-30,8,CENTRAL PARK,73.3,66.9,81.0,53.2,0.14,4.7,8.0,14.0,0,0.0,0
12843,16,water system,2012-08-30,25,KINGS POINT,74.1,67.8,81.5,40.13438489176157,0.0,6.8,11.1,17.96620142406245,0,0.0,0
12845,12,water system,2012-08-30,55,THE BATTERY,74.8,68.5,81.9,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12844,156,water system,2012-08-30,26,LA GUARDIA AIRPORT,75.2,68.0,87.1,55.0,0.13,8.9,14.0,21.569086696787974,0,0.0,0
12892,31,water system,2012-08-31,3,BERGEN POINT,73.6,61.7,83.1,40.13438489176157,0.0,4.8,8.0,14.14294529137928,0,0.0,0
12893,3,vent,2012-08-31,8,CENTRAL PARK,72.0,61.0,82.0,49.4,0.0,2.5,8.0,13.87892615118735,0,0.0,0
12897,6,water system,2012-08-31,55,THE BATTERY,73.8,65.8,81.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12896,124,water system,2012-08-31,26,LA GUARDIA AIRPORT,75.2,66.0,84.9,50.5,0.0,5.4,8.9,15.25514463823281,0,0.0,0
12895,11,water system,2012-08-31,25,KINGS POINT,72.6,65.7,81.7,40.13438489176157,0.0,4.2,8.9,15.117395521610934,0,0.0,0
12894,44,water system,2012-08-31,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.5,62.1,84.0,52.0,0.0,6.7,13.0,15.9,0,0.0,0
12946,37,water system,2012-09-01,25,KINGS POINT,79.3,70.7,88.7,40.13438489176157,0.0,7.3,13.0,20.226171442911483,0,0.0,0
12947,212,water system,2012-09-01,26,LA GUARDIA AIRPORT,81.9,66.0,93.0,56.4,0.0,8.3,13.0,19.0,0,0.0,0
12944,5,traffic,2012-09-01,8,CENTRAL PARK,78.7,69.1,91.0,56.1,0.0,3.9,7.0,18.1,0,0.0,0
12945,132,water system,2012-09-01,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.9,62.1,90.0,61.8,0.0,11.3,17.1,25.43825920167844,0,0.0,0
12948,6,water system,2012-09-01,55,THE BATTERY,77.5,69.4,86.4,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
12943,41,water system,2012-09-01,3,BERGEN POINT,77.8,66.2,91.0,40.13438489176157,0.0,4.1,11.1,17.656265911663226,0,0.0,0
13002,7,water system,2012-09-02,55,THE BATTERY,81.2,75.6,88.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
13001,299,water system,2012-09-02,26,LA GUARDIA AIRPORT,83.4,75.0,91.0,63.2,0.0,10.0,14.0,19.0,0,0.0,0
13000,45,traffic,2012-09-02,25,KINGS POINT,82.2,78.1,86.2,40.13438489176157,0.0,7.3,13.0,20.226171442911483,0,0.0,0
12999,202,water system,2012-09-02,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,80.7,73.0,91.9,64.5,0.0,10.5,18.1,22.0,0,0.0,0
12998,1,sanitary,2012-09-02,8,CENTRAL PARK,81.6,77.0,91.0,61.3,0.0,4.7,8.0,15.0,0,0.0,0
12997,22,water system,2012-09-02,3,BERGEN POINT,80.2,73.9,87.3,40.13438489176157,0.0,5.5,12.0,18.860298002931344,0,0.0,0
13056,6,animal,2012-09-03,55,THE BATTERY,75.9,73.4,78.8,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
13055,197,water system,2012-09-03,26,LA GUARDIA AIRPORT,76.1,72.0,89.1,66.8,0.0,7.0,9.9,16.598059892109305,0,0.0,0
13054,15,water system,2012-09-03,25,KINGS POINT,74.9,69.8,80.8,40.13438489176157,0.0,3.0,8.0,13.936321616446467,0,0.0,0
13053,114,water system,2012-09-03,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,75.1,71.1,91.9,67.0,0.0,6.5,9.9,16.54066442685019,0,0.0,0
13052,3,vent,2012-09-03,8,CENTRAL PARK,75.4,71.1,82.0,65.9,0.0,3.2,6.0,11.640780272455464,0,0.0,0
13051,25,water system,2012-09-03,3,BERGEN POINT,75.7,73.0,78.8,40.13438489176157,0.0,4.2,6.0,11.755571202973693,0,0.0,0
13106,3,Taxi,2012-09-04,8,CENTRAL PARK,73.8,71.1,79.0,65.1,0.0,4.5,8.0,14.108508012223812,0,0.0,0
13108,17,water system,2012-09-04,25,KINGS POINT,73.6,71.1,76.3,40.13438489176157,0.0,1.9,5.1,10.44822727423917,0,0.0,0
13109,175,water system,2012-09-04,26,LA GUARDIA AIRPORT,75.1,72.0,81.0,66.3,0.0,9.1,13.0,14.0,0,0.0,0
13107,36,water system,2012-09-04,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.5,71.1,81.0,67.5,0.58,9.3,15.9,22.9,1,0.0,0
13105,59,water system,2012-09-04,3,BERGEN POINT,73.5,71.6,75.2,40.13438489176157,0.0,5.4,9.9,16.414394403280134,0,0.0,0
13110,9,water system,2012-09-04,55,THE BATTERY,74.3,71.8,76.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
13163,8,water system,2012-09-05,55,THE BATTERY,74.3,72.0,78.3,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
13161,24,water system,2012-09-05,25,KINGS POINT,73.3,70.3,77.2,40.13438489176157,0.0,3.9,12.0,18.676632514102174,0,0.0,0
13160,28,water system,2012-09-05,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,73.5,69.8,78.8,70.0,0.38,6.9,14.0,19.0,1,0.0,0
13159,3,water system,2012-09-05,8,CENTRAL PARK,72.8,69.8,79.0,68.6,0.02,4.4,8.0,15.9,1,0.0,0
13158,23,water system,2012-09-05,3,BERGEN POINT,74.2,71.2,79.0,40.13438489176157,0.0,3.7,6.0,11.698175737714575,0,0.0,0
13162,192,water system,2012-09-05,26,LA GUARDIA AIRPORT,74.5,71.1,81.0,69.6,0.01,7.3,14.0,19.0,1,0.0,0
13211,56,water system,2012-09-06,3,BERGEN POINT,78.1,75.9,82.2,40.13438489176157,0.0,4.4,8.0,14.097028919171988,0,0.0,0
13212,2,other water,2012-09-06,8,CENTRAL PARK,76.2,73.0,80.1,71.4,0.13,3.9,8.0,17.1,1,0.0,0
13213,36,water system,2012-09-06,24,JOHN F KENNEDY INTERNATIONAL AIRPORT,77.7,75.0,84.2,73.5,0.25,11.4,19.0,22.0,1,0.0,0
13214,41,water system,2012-09-06,25,KINGS POINT,78.1,75.7,82.2,40.13438489176157,0.0,8.3,14.0,21.500212138477035,0,0.0,0
13215,131,water system,2012-09-06,26,LA GUARDIA AIRPORT,78.6,71.1,84.9,72.6,0.15,8.1,15.9,20.0,1,0.0,0
13216,28,water system,2012-09-06,55,THE BATTERY,77.7,75.9,80.2,40.13438489176157,0.0,5.7,12.0,18.883256189034988,0,0.0,0
13268,137,water system,2012-09-07,26,LA GUARDIA AIRPORT,75.9,72.0,84.9,66.3,0.46,4.9,9.9,17.1,0,0.0,0
13267,21,water system,2012-09-07,25,KINGS POINT,74.6,70.7,79.2,40.13438489176157,0.0,3.3,8.0,13.970758895601936,0,0.0,0
